Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2013,VC_IHR_PSRC,BI,_T,_T,_T,_T,NUMBER,0,2013,5.0
2014,VC_IHR_PSRC,BI,_T,_T,_T,_T,NUMBER,0,2014,4.0
2015,VC_IHR_PSRC,BI,_T,_T,_T,_T,NUMBER,0,2015,4.0
2016,VC_IHR_PSRC,BI,_T,_T,_T,_T,NUMBER,0,2016,6.0
2017,D172,BI,F,_T,_T,_T,PT,0,2017,31.6
2017,D172,BI,M,_T,_T,_T,PT,0,2017,16.6
2017,D172,BI,_T,_T,U,_T,PT,0,2017,19.0
2017,D172,BI,_T,_T,R,_T,PT,0,2017,33.1
