Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,F,West Bank,N,2014,SH_FPL_MTMM,PT,67.7
2019,F,West Bank,N,2019,SH_FPL_MTMM,PT,61.6
2014,F,Gaza Strip,N,2014,SH_FPL_MTMM,PT,65.7
2019,F,Gaza Strip,N,2019,SH_FPL_MTMM,PT,60.1
2014,F,PS,N,2014,SH_FPL_MTMM,PT,66.9
2019,F,PS,N,2019,SH_FPL_MTMM,PT,61.0
2014,_T,West Bank,N,2014,SH_FPL_MTMM,PT,67.7
2019,_T,West Bank,N,2019,SH_FPL_MTMM,PT,61.6
2014,_T,Gaza Strip,N,2014,SH_FPL_MTMM,PT,65.7
2019,_T,Gaza Strip,N,2019,SH_FPL_MTMM,PT,60.1
2014,_T,PS,N,2014,SH_FPL_MTMM,PT,66.9
2019,_T,PS,N,2019,SH_FPL_MTMM,PT,61.0
