Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,2014,SG_INF_ACCSS,,0
2015,2015,SG_INF_ACCSS,,1
2016,2016,SG_INF_ACCSS,,0
2017,2017,SG_INF_ACCSS,,0
2018,2018,SG_INF_ACCSS,,0
2019,2019,SG_INF_ACCSS,,0
