Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2006,2006,FB_ATM_TOTL,,8.0
2007,2007,FB_ATM_TOTL,,10.5
2008,2008,FB_ATM_TOTL,,11.8
2009,2009,FB_ATM_TOTL,,14.5
2010,2010,FB_ATM_TOTL,,15.3
2011,2011,FB_ATM_TOTL,,16.6
2012,2012,FB_ATM_TOTL,,18.4
2013,2013,FB_ATM_TOTL,,19.8
2014,2014,FB_ATM_TOTL,,21.5
2015,2015,FB_ATM_TOTL,,22.4
2018,2018,FB_ATM_TOTL,,24.79
2019,2019,FB_ATM_TOTL,,25.0
