Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2016,F,Tulkarm,N,2016,SL_TLF_UEM,NUMBER,31.5
2017,F,Tulkarm,N,2017,SL_TLF_UEM,NUMBER,28.8
2018,F,Tulkarm,N,2018,SL_TLF_UEM,NUMBER,31.4
2000,F,Nablus,N,2000,SL_TLF_UEM,NUMBER,14.5
2001,F,Nablus,N,2001,SL_TLF_UEM,NUMBER,21.1
2002,F,Nablus,N,2002,SL_TLF_UEM,NUMBER,22.0
2003,F,Nablus,N,2003,SL_TLF_UEM,NUMBER,23.2
2004,F,Nablus,N,2004,SL_TLF_UEM,NUMBER,22.4
2005,F,Nablus,N,2005,SL_TLF_UEM,NUMBER,22.6
2006,F,Nablus,N,2006,SL_TLF_UEM,NUMBER,19.8
2007,F,Nablus,N,2007,SL_TLF_UEM,NUMBER,16.2
2008,F,Nablus,N,2008,SL_TLF_UEM,NUMBER,19.0
2009,F,Nablus,N,2009,SL_TLF_UEM,NUMBER,12.8
2010,F,Nablus,N,2010,SL_TLF_UEM,NUMBER,13.9
2011,F,Nablus,N,2011,SL_TLF_UEM,NUMBER,24.6
2012,F,Nablus,N,2012,SL_TLF_UEM,NUMBER,27.3
2013,F,Nablus,N,2013,SL_TLF_UEM,NUMBER,26.0
2014,F,Nablus,N,2014,SL_TLF_UEM,NUMBER,28.6
2015,F,Nablus,N,2015,SL_TLF_UEM,NUMBER,30.5
2016,F,Nablus,N,2016,SL_TLF_UEM,NUMBER,31.0
2017,F,Nablus,N,2017,SL_TLF_UEM,NUMBER,32.0
2018,F,Nablus,N,2018,SL_TLF_UEM,NUMBER,26.3
2000,F,Qalqiliya,N,2000,SL_TLF_UEM,NUMBER,13.4
2001,F,Qalqiliya,N,2001,SL_TLF_UEM,NUMBER,9.1
2002,F,Qalqiliya,N,2002,SL_TLF_UEM,NUMBER,10.7
2003,F,Qalqiliya,N,2003,SL_TLF_UEM,NUMBER,8.6
2004,F,Qalqiliya,N,2004,SL_TLF_UEM,NUMBER,14.7
2005,F,Qalqiliya,N,2005,SL_TLF_UEM,NUMBER,18.8
2006,F,Qalqiliya,N,2006,SL_TLF_UEM,NUMBER,17.1
2007,F,Qalqiliya,N,2007,SL_TLF_UEM,NUMBER,13.9
2008,F,Qalqiliya,N,2008,SL_TLF_UEM,NUMBER,27.0
2009,F,Qalqiliya,N,2009,SL_TLF_UEM,NUMBER,37.0
2010,F,Qalqiliya,N,2010,SL_TLF_UEM,NUMBER,25.9
2011,F,Qalqiliya,N,2011,SL_TLF_UEM,NUMBER,27.8
2012,F,Qalqiliya,N,2012,SL_TLF_UEM,NUMBER,26.5
2013,F,Qalqiliya,N,2013,SL_TLF_UEM,NUMBER,23.9
2014,F,Qalqiliya,N,2014,SL_TLF_UEM,NUMBER,18.5
2015,F,Qalqiliya,N,2015,SL_TLF_UEM,NUMBER,22.3
2016,F,Qalqiliya,N,2016,SL_TLF_UEM,NUMBER,23.8
2017,F,Qalqiliya,N,2017,SL_TLF_UEM,NUMBER,26.0
2018,F,Qalqiliya,N,2018,SL_TLF_UEM,NUMBER,27.6
2000,F,Salfit,N,2000,SL_TLF_UEM,NUMBER,13.6
2001,F,Salfit,N,2001,SL_TLF_UEM,NUMBER,11.3
2002,F,Salfit,N,2002,SL_TLF_UEM,NUMBER,11.2
2003,F,Salfit,N,2003,SL_TLF_UEM,NUMBER,10.3
2004,F,Salfit,N,2004,SL_TLF_UEM,NUMBER,10.8
2005,F,Salfit,N,2005,SL_TLF_UEM,NUMBER,18.4
2006,F,Salfit,N,2006,SL_TLF_UEM,NUMBER,14.7
2007,F,Salfit,N,2007,SL_TLF_UEM,NUMBER,21.0
2008,F,Salfit,N,2008,SL_TLF_UEM,NUMBER,21.3
2009,F,Salfit,N,2009,SL_TLF_UEM,NUMBER,22.6
2010,F,Salfit,N,2010,SL_TLF_UEM,NUMBER,22.6
2011,F,Salfit,N,2011,SL_TLF_UEM,NUMBER,21.8
2012,F,Salfit,N,2012,SL_TLF_UEM,NUMBER,31.9
2013,F,Salfit,N,2013,SL_TLF_UEM,NUMBER,27.1
2014,F,Salfit,N,2014,SL_TLF_UEM,NUMBER,32.5
2015,F,Salfit,N,2015,SL_TLF_UEM,NUMBER,28.2
2016,F,Salfit,N,2016,SL_TLF_UEM,NUMBER,22.6
2017,F,Salfit,N,2017,SL_TLF_UEM,NUMBER,22.4
2018,F,Salfit,N,2018,SL_TLF_UEM,NUMBER,24.5
2000,F,Ramallah & Al-Bireh,N,2000,SL_TLF_UEM,NUMBER,7.1
2001,F,Ramallah & Al-Bireh,N,2001,SL_TLF_UEM,NUMBER,7.9
2002,F,Ramallah & Al-Bireh,N,2002,SL_TLF_UEM,NUMBER,16.3
2003,F,Ramallah & Al-Bireh,N,2003,SL_TLF_UEM,NUMBER,13.6
2004,F,Ramallah & Al-Bireh,N,2004,SL_TLF_UEM,NUMBER,15.9
2005,F,Ramallah & Al-Bireh,N,2005,SL_TLF_UEM,NUMBER,13.7
2006,F,Ramallah & Al-Bireh,N,2006,SL_TLF_UEM,NUMBER,18.8
2007,F,Ramallah & Al-Bireh,N,2007,SL_TLF_UEM,NUMBER,17.0
2008,F,Ramallah & Al-Bireh,N,2008,SL_TLF_UEM,NUMBER,15.0
2009,F,Ramallah & Al-Bireh,N,2009,SL_TLF_UEM,NUMBER,16.4
2010,F,Ramallah & Al-Bireh,N,2010,SL_TLF_UEM,NUMBER,17.6
2011,F,Ramallah & Al-Bireh,N,2011,SL_TLF_UEM,NUMBER,18.7
2012,F,Ramallah & Al-Bireh,N,2012,SL_TLF_UEM,NUMBER,19.8
2013,F,Ramallah & Al-Bireh,N,2013,SL_TLF_UEM,NUMBER,19.5
2014,F,Ramallah & Al-Bireh,N,2014,SL_TLF_UEM,NUMBER,21.0
2015,F,Ramallah & Al-Bireh,N,2015,SL_TLF_UEM,NUMBER,27.2
2016,F,Ramallah & Al-Bireh,N,2016,SL_TLF_UEM,NUMBER,20.8
2017,F,Ramallah & Al-Bireh,N,2017,SL_TLF_UEM,NUMBER,18.1
2018,F,Ramallah & Al-Bireh,N,2018,SL_TLF_UEM,NUMBER,21.0
2000,F,Jericho & AL Aghwar,N,2000,SL_TLF_UEM,NUMBER,3.9
2001,F,Jericho & AL Aghwar,N,2001,SL_TLF_UEM,NUMBER,5.4
2002,F,Jericho & AL Aghwar,N,2002,SL_TLF_UEM,NUMBER,6.8
2003,F,Jericho & AL Aghwar,N,2003,SL_TLF_UEM,NUMBER,9.9
2004,F,Jericho & AL Aghwar,N,2004,SL_TLF_UEM,NUMBER,15.7
2005,F,Jericho & AL Aghwar,N,2005,SL_TLF_UEM,NUMBER,13.8
2006,F,Jericho & AL Aghwar,N,2006,SL_TLF_UEM,NUMBER,12.2
2007,F,Jericho & AL Aghwar,N,2007,SL_TLF_UEM,NUMBER,16.9
2008,F,Jericho & AL Aghwar,N,2008,SL_TLF_UEM,NUMBER,8.9
2009,F,Jericho & AL Aghwar,N,2009,SL_TLF_UEM,NUMBER,5.9
2010,F,Jericho & AL Aghwar,N,2010,SL_TLF_UEM,NUMBER,10.6
2011,F,Jericho & AL Aghwar,N,2011,SL_TLF_UEM,NUMBER,18.1
2012,F,Jericho & AL Aghwar,N,2012,SL_TLF_UEM,NUMBER,28.0
2013,F,Jericho & AL Aghwar,N,2013,SL_TLF_UEM,NUMBER,22.3
2014,F,Jericho & AL Aghwar,N,2014,SL_TLF_UEM,NUMBER,22.4
2015,F,Jericho & AL Aghwar,N,2015,SL_TLF_UEM,NUMBER,22.3
2016,F,Jericho & AL Aghwar,N,2016,SL_TLF_UEM,NUMBER,16.7
2017,F,Jericho & AL Aghwar,N,2017,SL_TLF_UEM,NUMBER,27.2
2018,F,Jericho & AL Aghwar,N,2018,SL_TLF_UEM,NUMBER,33.9
2000,F,Jerusalem,N,2000,SL_TLF_UEM,NUMBER,6.5
2001,F,Jerusalem,N,2001,SL_TLF_UEM,NUMBER,4.9
2002,F,Jerusalem,N,2002,SL_TLF_UEM,NUMBER,5.3
2003,F,Jerusalem,N,2003,SL_TLF_UEM,NUMBER,12.7
2004,F,Jerusalem,N,2004,SL_TLF_UEM,NUMBER,14.3
2005,F,Jerusalem,N,2005,SL_TLF_UEM,NUMBER,10.9
2006,F,Jerusalem,N,2006,SL_TLF_UEM,NUMBER,8.3
2007,F,Jerusalem,N,2007,SL_TLF_UEM,NUMBER,9.1
2008,F,Jerusalem,N,2008,SL_TLF_UEM,NUMBER,9.5
2009,F,Jerusalem,N,2009,SL_TLF_UEM,NUMBER,13.4
2010,F,Jerusalem,N,2010,SL_TLF_UEM,NUMBER,18.1
2011,F,Jerusalem,N,2011,SL_TLF_UEM,NUMBER,21.5
2012,F,Jerusalem,N,2012,SL_TLF_UEM,NUMBER,19.6
2013,F,Jerusalem,N,2013,SL_TLF_UEM,NUMBER,23.4
2014,F,Jerusalem,N,2014,SL_TLF_UEM,NUMBER,33.5
2015,F,Jerusalem,N,2015,SL_TLF_UEM,NUMBER,26.4
2016,F,Jerusalem,N,2016,SL_TLF_UEM,NUMBER,12.7
2017,F,Jerusalem,N,2017,SL_TLF_UEM,NUMBER,17.5
2018,F,Jerusalem,N,2018,SL_TLF_UEM,NUMBER,23.0
2000,F,Bethlehem,N,2000,SL_TLF_UEM,NUMBER,5.6
2001,F,Bethlehem,N,2001,SL_TLF_UEM,NUMBER,5.4
2002,F,Bethlehem,N,2002,SL_TLF_UEM,NUMBER,4.4
2003,F,Bethlehem,N,2003,SL_TLF_UEM,NUMBER,8.8
2004,F,Bethlehem,N,2004,SL_TLF_UEM,NUMBER,5.6
2005,F,Bethlehem,N,2005,SL_TLF_UEM,NUMBER,8.4
2006,F,Bethlehem,N,2006,SL_TLF_UEM,NUMBER,13.4
2007,F,Bethlehem,N,2007,SL_TLF_UEM,NUMBER,13.3
2008,F,Bethlehem,N,2008,SL_TLF_UEM,NUMBER,14.6
2009,F,Bethlehem,N,2009,SL_TLF_UEM,NUMBER,19.4
2010,F,Bethlehem,N,2010,SL_TLF_UEM,NUMBER,24.5
2011,F,Bethlehem,N,2011,SL_TLF_UEM,NUMBER,21.4
2012,F,Bethlehem,N,2012,SL_TLF_UEM,NUMBER,19.5
2013,F,Bethlehem,N,2013,SL_TLF_UEM,NUMBER,24.1
2014,F,Bethlehem,N,2014,SL_TLF_UEM,NUMBER,29.8
2015,F,Bethlehem,N,2015,SL_TLF_UEM,NUMBER,21.7
2016,F,Bethlehem,N,2016,SL_TLF_UEM,NUMBER,32.5
2017,F,Bethlehem,N,2017,SL_TLF_UEM,NUMBER,32.2
2018,F,Bethlehem,N,2018,SL_TLF_UEM,NUMBER,31.1
2000,F,Hebron,N,2000,SL_TLF_UEM,NUMBER,10.4
2001,F,Hebron,N,2001,SL_TLF_UEM,NUMBER,9.2
2002,F,Hebron,N,2002,SL_TLF_UEM,NUMBER,10.9
2003,F,Hebron,N,2003,SL_TLF_UEM,NUMBER,14.9
2004,F,Hebron,N,2004,SL_TLF_UEM,NUMBER,12.8
2005,F,Hebron,N,2005,SL_TLF_UEM,NUMBER,16.6
2006,F,Hebron,N,2006,SL_TLF_UEM,NUMBER,16.3
2007,F,Hebron,N,2007,SL_TLF_UEM,NUMBER,15.5
2008,F,Hebron,N,2008,SL_TLF_UEM,NUMBER,19.3
2009,F,Hebron,N,2009,SL_TLF_UEM,NUMBER,18.9
2010,F,Hebron,N,2010,SL_TLF_UEM,NUMBER,22.5
2011,F,Hebron,N,2011,SL_TLF_UEM,NUMBER,25.9
2012,F,Hebron,N,2012,SL_TLF_UEM,NUMBER,30.1
2013,F,Hebron,N,2013,SL_TLF_UEM,NUMBER,34.2
2014,F,Hebron,N,2014,SL_TLF_UEM,NUMBER,28.2
2015,F,Hebron,N,2015,SL_TLF_UEM,NUMBER,24.8
2016,F,Hebron,N,2016,SL_TLF_UEM,NUMBER,33.6
2017,F,Hebron,N,2017,SL_TLF_UEM,NUMBER,38.5
2018,F,Hebron,N,2018,SL_TLF_UEM,NUMBER,32.9
2000,F,North Gaza,N,2000,SL_TLF_UEM,NUMBER,12.4
2001,F,North Gaza,N,2001,SL_TLF_UEM,NUMBER,19.9
2002,F,North Gaza,N,2002,SL_TLF_UEM,NUMBER,21.2
2003,F,North Gaza,N,2003,SL_TLF_UEM,NUMBER,27.1
2004,F,North Gaza,N,2004,SL_TLF_UEM,NUMBER,29.8
2005,F,North Gaza,N,2005,SL_TLF_UEM,NUMBER,30.5
2006,F,North Gaza,N,2006,SL_TLF_UEM,NUMBER,32.8
2007,F,North Gaza,N,2007,SL_TLF_UEM,NUMBER,29.6
2008,F,North Gaza,N,2008,SL_TLF_UEM,NUMBER,36.1
2009,F,North Gaza,N,2009,SL_TLF_UEM,NUMBER,42.2
2010,F,North Gaza,N,2010,SL_TLF_UEM,NUMBER,42.1
2011,F,North Gaza,N,2011,SL_TLF_UEM,NUMBER,42.9
2012,F,North Gaza,N,2012,SL_TLF_UEM,NUMBER,48.5
2013,F,North Gaza,N,2013,SL_TLF_UEM,NUMBER,52.9
2014,F,North Gaza,N,2014,SL_TLF_UEM,NUMBER,52.2
2015,F,North Gaza,N,2015,SL_TLF_UEM,NUMBER,59.4
2016,F,North Gaza,N,2016,SL_TLF_UEM,NUMBER,64.5
2017,F,North Gaza,N,2017,SL_TLF_UEM,NUMBER,69.4
2018,F,North Gaza,N,2018,SL_TLF_UEM,NUMBER,75.7
2000,F,Gaza,N,2000,SL_TLF_UEM,NUMBER,20.9
2001,F,Gaza,N,2001,SL_TLF_UEM,NUMBER,18.4
2002,F,Gaza,N,2002,SL_TLF_UEM,NUMBER,29.8
2003,F,Gaza,N,2003,SL_TLF_UEM,NUMBER,32.0
2004,F,Gaza,N,2004,SL_TLF_UEM,NUMBER,31.6
2005,F,Gaza,N,2005,SL_TLF_UEM,NUMBER,37.4
2006,F,Gaza,N,2006,SL_TLF_UEM,NUMBER,33.5
2007,F,Gaza,N,2007,SL_TLF_UEM,NUMBER,38.0
2008,F,Gaza,N,2008,SL_TLF_UEM,NUMBER,48.7
2009,F,Gaza,N,2009,SL_TLF_UEM,NUMBER,39.3
2010,F,Gaza,N,2010,SL_TLF_UEM,NUMBER,37.8
2011,F,Gaza,N,2011,SL_TLF_UEM,NUMBER,39.1
2012,F,Gaza,N,2012,SL_TLF_UEM,NUMBER,51.8
2013,F,Gaza,N,2013,SL_TLF_UEM,NUMBER,54.5
2014,F,Gaza,N,2014,SL_TLF_UEM,NUMBER,57.8
2015,F,Gaza,N,2015,SL_TLF_UEM,NUMBER,58.8
2016,F,Gaza,N,2016,SL_TLF_UEM,NUMBER,61.0
2017,F,Gaza,N,2017,SL_TLF_UEM,NUMBER,68.4
2018,F,Gaza,N,2018,SL_TLF_UEM,NUMBER,72.6
2000,F,Dier Al-Balah,N,2000,SL_TLF_UEM,NUMBER,26.4
2001,F,Dier Al-Balah,N,2001,SL_TLF_UEM,NUMBER,32.3
2002,F,Dier Al-Balah,N,2002,SL_TLF_UEM,NUMBER,38.1
2003,F,Dier Al-Balah,N,2003,SL_TLF_UEM,NUMBER,32.9
2004,F,Dier Al-Balah,N,2004,SL_TLF_UEM,NUMBER,37.6
2005,F,Dier Al-Balah,N,2005,SL_TLF_UEM,NUMBER,41.2
2006,F,Dier Al-Balah,N,2006,SL_TLF_UEM,NUMBER,29.9
2007,F,Dier Al-Balah,N,2007,SL_TLF_UEM,NUMBER,25.9
2008,F,Dier Al-Balah,N,2008,SL_TLF_UEM,NUMBER,47.3
2009,F,Dier Al-Balah,N,2009,SL_TLF_UEM,NUMBER,46.6
2010,F,Dier Al-Balah,N,2010,SL_TLF_UEM,NUMBER,41.6
2011,F,Dier Al-Balah,N,2011,SL_TLF_UEM,NUMBER,42.9
2012,F,Dier Al-Balah,N,2012,SL_TLF_UEM,NUMBER,54.7
2013,F,Dier Al-Balah,N,2013,SL_TLF_UEM,NUMBER,62.5
2014,F,Dier Al-Balah,N,2014,SL_TLF_UEM,NUMBER,64.9
2015,F,Dier Al-Balah,N,2015,SL_TLF_UEM,NUMBER,58.8
2016,F,Dier Al-Balah,N,2016,SL_TLF_UEM,NUMBER,60.9
2017,F,Dier Al-Balah,N,2017,SL_TLF_UEM,NUMBER,65.1
2018,F,Dier Al-Balah,N,2018,SL_TLF_UEM,NUMBER,71.6
2000,F,Khan Yunis,N,2000,SL_TLF_UEM,NUMBER,15.3
2001,F,Khan Yunis,N,2001,SL_TLF_UEM,NUMBER,24.8
2002,F,Khan Yunis,N,2002,SL_TLF_UEM,NUMBER,24.0
2003,F,Khan Yunis,N,2003,SL_TLF_UEM,NUMBER,18.6
2004,F,Khan Yunis,N,2004,SL_TLF_UEM,NUMBER,27.3
2005,F,Khan Yunis,N,2005,SL_TLF_UEM,NUMBER,30.7
2006,F,Khan Yunis,N,2006,SL_TLF_UEM,NUMBER,34.5
2007,F,Khan Yunis,N,2007,SL_TLF_UEM,NUMBER,25.1
2008,F,Khan Yunis,N,2008,SL_TLF_UEM,NUMBER,38.8
2009,F,Khan Yunis,N,2009,SL_TLF_UEM,NUMBER,56.5
2010,F,Khan Yunis,N,2010,SL_TLF_UEM,NUMBER,63.4
2011,F,Khan Yunis,N,2011,SL_TLF_UEM,NUMBER,49.4
2012,F,Khan Yunis,N,2012,SL_TLF_UEM,NUMBER,45.7
2013,F,Khan Yunis,N,2013,SL_TLF_UEM,NUMBER,49.3
2014,F,Khan Yunis,N,2014,SL_TLF_UEM,NUMBER,53.2
2015,F,Khan Yunis,N,2015,SL_TLF_UEM,NUMBER,58.3
2016,F,Khan Yunis,N,2016,SL_TLF_UEM,NUMBER,71.9
2017,F,Khan Yunis,N,2017,SL_TLF_UEM,NUMBER,73.0
2018,F,Khan Yunis,N,2018,SL_TLF_UEM,NUMBER,81.1
2000,F,Rafah,N,2000,SL_TLF_UEM,NUMBER,18.7
2001,F,Rafah,N,2001,SL_TLF_UEM,NUMBER,28.6
2002,F,Rafah,N,2002,SL_TLF_UEM,NUMBER,23.7
2003,F,Rafah,N,2003,SL_TLF_UEM,NUMBER,20.7
2004,F,Rafah,N,2004,SL_TLF_UEM,NUMBER,27.2
2005,F,Rafah,N,2005,SL_TLF_UEM,NUMBER,29.9
2006,F,Rafah,N,2006,SL_TLF_UEM,NUMBER,28.7
2007,F,Rafah,N,2007,SL_TLF_UEM,NUMBER,31.6
2008,F,Rafah,N,2008,SL_TLF_UEM,NUMBER,41.8
2009,F,Rafah,N,2009,SL_TLF_UEM,NUMBER,46.0
2010,F,Rafah,N,2010,SL_TLF_UEM,NUMBER,55.1
2011,F,Rafah,N,2011,SL_TLF_UEM,NUMBER,46.5
2012,F,Rafah,N,2012,SL_TLF_UEM,NUMBER,47.2
2013,F,Rafah,N,2013,SL_TLF_UEM,NUMBER,55.7
2014,F,Rafah,N,2014,SL_TLF_UEM,NUMBER,54.0
2015,F,Rafah,N,2015,SL_TLF_UEM,NUMBER,62.9
2016,F,Rafah,N,2016,SL_TLF_UEM,NUMBER,68.9
2017,F,Rafah,N,2017,SL_TLF_UEM,NUMBER,69.8
2018,F,Rafah,N,2018,SL_TLF_UEM,NUMBER,68.3
2000,_T,Jenin,N,2000,SL_TLF_UEM,NUMBER,16.4
2001,_T,Jenin,N,2001,SL_TLF_UEM,NUMBER,36.7
2002,_T,Jenin,N,2002,SL_TLF_UEM,NUMBER,44.6
2003,_T,Jenin,N,2003,SL_TLF_UEM,NUMBER,35.0
2004,_T,Jenin,N,2004,SL_TLF_UEM,NUMBER,28.3
2005,_T,Jenin,N,2005,SL_TLF_UEM,NUMBER,25.1
2006,_T,Jenin,N,2006,SL_TLF_UEM,NUMBER,23.0
2007,_T,Jenin,N,2007,SL_TLF_UEM,NUMBER,18.9
2008,_T,Jenin,N,2008,SL_TLF_UEM,NUMBER,22.5
2009,_T,Jenin,N,2009,SL_TLF_UEM,NUMBER,18.6
2010,_T,Jenin,N,2010,SL_TLF_UEM,NUMBER,15.3
2011,_T,Jenin,N,2011,SL_TLF_UEM,NUMBER,13.4
2012,_T,Jenin,N,2012,SL_TLF_UEM,NUMBER,14.8
2013,_T,Jenin,N,2013,SL_TLF_UEM,NUMBER,18.1
2014,_T,Jenin,N,2014,SL_TLF_UEM,NUMBER,16.0
2015,_T,Jenin,N,2015,SL_TLF_UEM,NUMBER,15.9
2016,_T,Jenin,N,2016,SL_TLF_UEM,NUMBER,19.1
2017,_T,Jenin,N,2017,SL_TLF_UEM,NUMBER,18.8
2018,_T,Jenin,N,2018,SL_TLF_UEM,NUMBER,20.9
2000,_T,Tubas & Northern Valleys,N,2000,SL_TLF_UEM,NUMBER,15.7
2001,_T,Tubas & Northern Valleys,N,2001,SL_TLF_UEM,NUMBER,30.4
2002,_T,Tubas & Northern Valleys,N,2002,SL_TLF_UEM,NUMBER,39.1
2003,_T,Tubas & Northern Valleys,N,2003,SL_TLF_UEM,NUMBER,24.5
2004,_T,Tubas & Northern Valleys,N,2004,SL_TLF_UEM,NUMBER,21.7
2005,_T,Tubas & Northern Valleys,N,2005,SL_TLF_UEM,NUMBER,20.0
2006,_T,Tubas & Northern Valleys,N,2006,SL_TLF_UEM,NUMBER,19.5
2007,_T,Tubas & Northern Valleys,N,2007,SL_TLF_UEM,NUMBER,20.0
2008,_T,Tubas & Northern Valleys,N,2008,SL_TLF_UEM,NUMBER,16.9
2009,_T,Tubas & Northern Valleys,N,2009,SL_TLF_UEM,NUMBER,13.3
2010,_T,Tubas & Northern Valleys,N,2010,SL_TLF_UEM,NUMBER,11.7
2011,_T,Tubas & Northern Valleys,N,2011,SL_TLF_UEM,NUMBER,14.9
2012,_T,Tubas & Northern Valleys,N,2012,SL_TLF_UEM,NUMBER,15.5
2013,_T,Tubas & Northern Valleys,N,2013,SL_TLF_UEM,NUMBER,16.0
2014,_T,Tubas & Northern Valleys,N,2014,SL_TLF_UEM,NUMBER,15.4
2015,_T,Tubas & Northern Valleys,N,2015,SL_TLF_UEM,NUMBER,17.8
2016,_T,Tubas & Northern Valleys,N,2016,SL_TLF_UEM,NUMBER,18.5
2017,_T,Tubas & Northern Valleys,N,2017,SL_TLF_UEM,NUMBER,21.6
2018,_T,Tubas & Northern Valleys,N,2018,SL_TLF_UEM,NUMBER,19.4
2000,_T,Tulkarm,N,2000,SL_TLF_UEM,NUMBER,16.5
2001,_T,Tulkarm,N,2001,SL_TLF_UEM,NUMBER,20.5
2002,_T,Tulkarm,N,2002,SL_TLF_UEM,NUMBER,23.5
2003,_T,Tulkarm,N,2003,SL_TLF_UEM,NUMBER,24.5
2004,_T,Tulkarm,N,2004,SL_TLF_UEM,NUMBER,22.1
2005,_T,Tulkarm,N,2005,SL_TLF_UEM,NUMBER,21.7
2006,_T,Tulkarm,N,2006,SL_TLF_UEM,NUMBER,21.8
2007,_T,Tulkarm,N,2007,SL_TLF_UEM,NUMBER,20.4
2008,_T,Tulkarm,N,2008,SL_TLF_UEM,NUMBER,21.9
2009,_T,Tulkarm,N,2009,SL_TLF_UEM,NUMBER,21.6
2010,_T,Tulkarm,N,2010,SL_TLF_UEM,NUMBER,22.0
2011,_T,Tulkarm,N,2011,SL_TLF_UEM,NUMBER,21.9
2012,_T,Tulkarm,N,2012,SL_TLF_UEM,NUMBER,27.5
2013,_T,Tulkarm,N,2013,SL_TLF_UEM,NUMBER,19.9
2014,_T,Tulkarm,N,2014,SL_TLF_UEM,NUMBER,13.3
2015,_T,Tulkarm,N,2015,SL_TLF_UEM,NUMBER,17.5
2016,_T,Tulkarm,N,2016,SL_TLF_UEM,NUMBER,16.8
2017,_T,Tulkarm,N,2017,SL_TLF_UEM,NUMBER,16.2
2018,_T,Tulkarm,N,2018,SL_TLF_UEM,NUMBER,18.1
2000,_T,Nablus,N,2000,SL_TLF_UEM,NUMBER,11.1
2001,_T,Nablus,N,2001,SL_TLF_UEM,NUMBER,22.7
2002,_T,Nablus,N,2002,SL_TLF_UEM,NUMBER,29.2
2003,_T,Nablus,N,2003,SL_TLF_UEM,NUMBER,25.4
2004,_T,Nablus,N,2004,SL_TLF_UEM,NUMBER,20.5
2005,_T,Nablus,N,2005,SL_TLF_UEM,NUMBER,17.9
2006,_T,Nablus,N,2006,SL_TLF_UEM,NUMBER,17.5
2007,_T,Nablus,N,2007,SL_TLF_UEM,NUMBER,15.5
2008,_T,Nablus,N,2008,SL_TLF_UEM,NUMBER,15.8
2009,_T,Nablus,N,2009,SL_TLF_UEM,NUMBER,12.9
2010,_T,Nablus,N,2010,SL_TLF_UEM,NUMBER,13.8
2011,_T,Nablus,N,2011,SL_TLF_UEM,NUMBER,14.7
2012,_T,Nablus,N,2012,SL_TLF_UEM,NUMBER,14.4
2013,_T,Nablus,N,2013,SL_TLF_UEM,NUMBER,15.2
2014,_T,Nablus,N,2014,SL_TLF_UEM,NUMBER,17.4
2015,_T,Nablus,N,2015,SL_TLF_UEM,NUMBER,16.8
2016,_T,Nablus,N,2016,SL_TLF_UEM,NUMBER,15.8
2017,_T,Nablus,N,2017,SL_TLF_UEM,NUMBER,19.2
2018,_T,Nablus,N,2018,SL_TLF_UEM,NUMBER,16.0
2000,_T,Qalqiliya,N,2000,SL_TLF_UEM,NUMBER,17.5
2001,_T,Qalqiliya,N,2001,SL_TLF_UEM,NUMBER,32.3
2002,_T,Qalqiliya,N,2002,SL_TLF_UEM,NUMBER,26.9
2003,_T,Qalqiliya,N,2003,SL_TLF_UEM,NUMBER,22.5
2004,_T,Qalqiliya,N,2004,SL_TLF_UEM,NUMBER,21.9
2005,_T,Qalqiliya,N,2005,SL_TLF_UEM,NUMBER,20.7
2006,_T,Qalqiliya,N,2006,SL_TLF_UEM,NUMBER,16.3
2007,_T,Qalqiliya,N,2007,SL_TLF_UEM,NUMBER,16.3
2008,_T,Qalqiliya,N,2008,SL_TLF_UEM,NUMBER,23.4
2009,_T,Qalqiliya,N,2009,SL_TLF_UEM,NUMBER,23.3
2010,_T,Qalqiliya,N,2010,SL_TLF_UEM,NUMBER,19.7
2011,_T,Qalqiliya,N,2011,SL_TLF_UEM,NUMBER,21.5
2012,_T,Qalqiliya,N,2012,SL_TLF_UEM,NUMBER,21.3
2013,_T,Qalqiliya,N,2013,SL_TLF_UEM,NUMBER,16.5
2014,_T,Qalqiliya,N,2014,SL_TLF_UEM,NUMBER,12.4
2015,_T,Qalqiliya,N,2015,SL_TLF_UEM,NUMBER,13.0
2016,_T,Qalqiliya,N,2016,SL_TLF_UEM,NUMBER,12.9
2017,_T,Qalqiliya,N,2017,SL_TLF_UEM,NUMBER,10.4
2018,_T,Qalqiliya,N,2018,SL_TLF_UEM,NUMBER,7.4
2000,_T,Salfit,N,2000,SL_TLF_UEM,NUMBER,17.8
2001,_T,Salfit,N,2001,SL_TLF_UEM,NUMBER,40.4
2002,_T,Salfit,N,2002,SL_TLF_UEM,NUMBER,28.8
2003,_T,Salfit,N,2003,SL_TLF_UEM,NUMBER,23.0
2004,_T,Salfit,N,2004,SL_TLF_UEM,NUMBER,18.8
2005,_T,Salfit,N,2005,SL_TLF_UEM,NUMBER,21.2
2006,_T,Salfit,N,2006,SL_TLF_UEM,NUMBER,17.4
2007,_T,Salfit,N,2007,SL_TLF_UEM,NUMBER,18.8
2008,_T,Salfit,N,2008,SL_TLF_UEM,NUMBER,19.9
2009,_T,Salfit,N,2009,SL_TLF_UEM,NUMBER,15.6
2010,_T,Salfit,N,2010,SL_TLF_UEM,NUMBER,15.2
2011,_T,Salfit,N,2011,SL_TLF_UEM,NUMBER,15.9
2012,_T,Salfit,N,2012,SL_TLF_UEM,NUMBER,17.7
2013,_T,Salfit,N,2013,SL_TLF_UEM,NUMBER,19.5
