Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,M,West Bank,N,2014,VC_VAW_PHYPYV,PH,
2019,M,West Bank,N,2019,VC_VAW_PHYPYV,PH,
2014,M,Gaza Strip,N,2014,VC_VAW_PHYPYV,PH,
2019,M,Gaza Strip,N,2019,VC_VAW_PHYPYV,PH,
2014,M,PS,N,2014,VC_VAW_PHYPYV,PH,92.8
2019,M,PS,N,2019,VC_VAW_PHYPYV,PH,92.3
2014,F,West Bank,N,2014,VC_VAW_PHYPYV,PH,
2019,F,West Bank,N,2019,VC_VAW_PHYPYV,PH,
2014,F,Gaza Strip,N,2014,VC_VAW_PHYPYV,PH,
2019,F,Gaza Strip,N,2019,VC_VAW_PHYPYV,PH,
2014,F,PS,N,2014,VC_VAW_PHYPYV,PH,91.6
2019,F,PS,N,2019,VC_VAW_PHYPYV,PH,87.9
2014,_T,West Bank,N,2014,VC_VAW_PHYPYV,PH,90.4
2019,_T,West Bank,N,2019,VC_VAW_PHYPYV,PH,88.3
2014,_T,Gaza Strip,N,2014,VC_VAW_PHYPYV,PH,94.5
2019,_T,Gaza Strip,N,2019,VC_VAW_PHYPYV,PH,92.3
2014,_T,PS,N,2014,VC_VAW_PHYPYV,PH,92.2
2019,_T,PS,N,2019,VC_VAW_PHYPYV,PH,90.1
