Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2015,M,Tulkarm,N,2015,GF_FRN_FDI,NUMBER,
2016,M,Tulkarm,N,2016,GF_FRN_FDI,NUMBER,
2017,M,Tulkarm,N,2017,GF_FRN_FDI,NUMBER,
2018,M,Tulkarm,N,2018,GF_FRN_FDI,NUMBER,
2000,M,Nablus,N,2000,GF_FRN_FDI,NUMBER,657.9
2001,M,Nablus,N,2001,GF_FRN_FDI,NUMBER,
2002,M,Nablus,N,2002,GF_FRN_FDI,NUMBER,
2003,M,Nablus,N,2003,GF_FRN_FDI,NUMBER,
2004,M,Nablus,N,2004,GF_FRN_FDI,NUMBER,
2005,M,Nablus,N,2005,GF_FRN_FDI,NUMBER,
2006,M,Nablus,N,2006,GF_FRN_FDI,NUMBER,
2007,M,Nablus,N,2007,GF_FRN_FDI,NUMBER,
2008,M,Nablus,N,2008,GF_FRN_FDI,NUMBER,
2009,M,Nablus,N,2009,GF_FRN_FDI,NUMBER,
2010,M,Nablus,N,2010,GF_FRN_FDI,NUMBER,
2011,M,Nablus,N,2011,GF_FRN_FDI,NUMBER,
2012,M,Nablus,N,2012,GF_FRN_FDI,NUMBER,
2013,M,Nablus,N,2013,GF_FRN_FDI,NUMBER,
2014,M,Nablus,N,2014,GF_FRN_FDI,NUMBER,
2015,M,Nablus,N,2015,GF_FRN_FDI,NUMBER,
2016,M,Nablus,N,2016,GF_FRN_FDI,NUMBER,
2017,M,Nablus,N,2017,GF_FRN_FDI,NUMBER,
2018,M,Nablus,N,2018,GF_FRN_FDI,NUMBER,
2000,M,Qalqiliya,N,2000,GF_FRN_FDI,NUMBER,624.4
2001,M,Qalqiliya,N,2001,GF_FRN_FDI,NUMBER,
2002,M,Qalqiliya,N,2002,GF_FRN_FDI,NUMBER,
2003,M,Qalqiliya,N,2003,GF_FRN_FDI,NUMBER,
2004,M,Qalqiliya,N,2004,GF_FRN_FDI,NUMBER,
2005,M,Qalqiliya,N,2005,GF_FRN_FDI,NUMBER,
2006,M,Qalqiliya,N,2006,GF_FRN_FDI,NUMBER,
2007,M,Qalqiliya,N,2007,GF_FRN_FDI,NUMBER,
2008,M,Qalqiliya,N,2008,GF_FRN_FDI,NUMBER,
2009,M,Qalqiliya,N,2009,GF_FRN_FDI,NUMBER,
2010,M,Qalqiliya,N,2010,GF_FRN_FDI,NUMBER,
2011,M,Qalqiliya,N,2011,GF_FRN_FDI,NUMBER,
2012,M,Qalqiliya,N,2012,GF_FRN_FDI,NUMBER,
2013,M,Qalqiliya,N,2013,GF_FRN_FDI,NUMBER,
2014,M,Qalqiliya,N,2014,GF_FRN_FDI,NUMBER,
2015,M,Qalqiliya,N,2015,GF_FRN_FDI,NUMBER,
2016,M,Qalqiliya,N,2016,GF_FRN_FDI,NUMBER,
2017,M,Qalqiliya,N,2017,GF_FRN_FDI,NUMBER,
2018,M,Qalqiliya,N,2018,GF_FRN_FDI,NUMBER,
2000,M,Salfit,N,2000,GF_FRN_FDI,NUMBER,
2001,M,Salfit,N,2001,GF_FRN_FDI,NUMBER,
2002,M,Salfit,N,2002,GF_FRN_FDI,NUMBER,
2003,M,Salfit,N,2003,GF_FRN_FDI,NUMBER,
2004,M,Salfit,N,2004,GF_FRN_FDI,NUMBER,
2005,M,Salfit,N,2005,GF_FRN_FDI,NUMBER,
2006,M,Salfit,N,2006,GF_FRN_FDI,NUMBER,
2007,M,Salfit,N,2007,GF_FRN_FDI,NUMBER,
2008,M,Salfit,N,2008,GF_FRN_FDI,NUMBER,
2009,M,Salfit,N,2009,GF_FRN_FDI,NUMBER,
2010,M,Salfit,N,2010,GF_FRN_FDI,NUMBER,
2011,M,Salfit,N,2011,GF_FRN_FDI,NUMBER,
2012,M,Salfit,N,2012,GF_FRN_FDI,NUMBER,
2013,M,Salfit,N,2013,GF_FRN_FDI,NUMBER,
2014,M,Salfit,N,2014,GF_FRN_FDI,NUMBER,
2015,M,Salfit,N,2015,GF_FRN_FDI,NUMBER,
2016,M,Salfit,N,2016,GF_FRN_FDI,NUMBER,
2017,M,Salfit,N,2017,GF_FRN_FDI,NUMBER,
2018,M,Salfit,N,2018,GF_FRN_FDI,NUMBER,
2000,F,PS,N,2000,GF_FRN_FDI,NUMBER,215.1
2001,F,PS,N,2001,GF_FRN_FDI,NUMBER,
2002,F,PS,N,2002,GF_FRN_FDI,NUMBER,
2003,F,PS,N,2003,GF_FRN_FDI,NUMBER,
2004,F,PS,N,2004,GF_FRN_FDI,NUMBER,
2005,F,PS,N,2005,GF_FRN_FDI,NUMBER,
2006,F,PS,N,2006,GF_FRN_FDI,NUMBER,
2007,F,PS,N,2007,GF_FRN_FDI,NUMBER,
2008,F,PS,N,2008,GF_FRN_FDI,NUMBER,
2009,F,PS,N,2009,GF_FRN_FDI,NUMBER,
2010,F,PS,N,2010,GF_FRN_FDI,NUMBER,
2011,F,PS,N,2011,GF_FRN_FDI,NUMBER,
2012,F,PS,N,2012,GF_FRN_FDI,NUMBER,
2013,F,PS,N,2013,GF_FRN_FDI,NUMBER,
2014,F,PS,N,2014,GF_FRN_FDI,NUMBER,
2015,F,PS,N,2015,GF_FRN_FDI,NUMBER,215.1
2016,F,PS,N,2016,GF_FRN_FDI,NUMBER,
2017,F,PS,N,2017,GF_FRN_FDI,NUMBER,
2018,F,PS,N,2018,GF_FRN_FDI,NUMBER,
2000,F,Jenin,N,2000,GF_FRN_FDI,NUMBER,659.2
2001,F,Jenin,N,2001,GF_FRN_FDI,NUMBER,
2002,F,Jenin,N,2002,GF_FRN_FDI,NUMBER,
2003,F,Jenin,N,2003,GF_FRN_FDI,NUMBER,
2004,F,Jenin,N,2004,GF_FRN_FDI,NUMBER,
2005,F,Jenin,N,2005,GF_FRN_FDI,NUMBER,
2006,F,Jenin,N,2006,GF_FRN_FDI,NUMBER,
2007,F,Jenin,N,2007,GF_FRN_FDI,NUMBER,
2008,F,Jenin,N,2008,GF_FRN_FDI,NUMBER,
2009,F,Jenin,N,2009,GF_FRN_FDI,NUMBER,
2010,F,Jenin,N,2010,GF_FRN_FDI,NUMBER,
2011,F,Jenin,N,2011,GF_FRN_FDI,NUMBER,
2012,F,Jenin,N,2012,GF_FRN_FDI,NUMBER,
2013,F,Jenin,N,2013,GF_FRN_FDI,NUMBER,
2014,F,Jenin,N,2014,GF_FRN_FDI,NUMBER,
2015,F,Jenin,N,2015,GF_FRN_FDI,NUMBER,
2016,F,Jenin,N,2016,GF_FRN_FDI,NUMBER,
2017,F,Jenin,N,2017,GF_FRN_FDI,NUMBER,
2018,F,Jenin,N,2018,GF_FRN_FDI,NUMBER,
2000,F,Tubas & Northern Valleys,N,2000,GF_FRN_FDI,NUMBER,394.4
2001,F,Tubas & Northern Valleys,N,2001,GF_FRN_FDI,NUMBER,
2002,F,Tubas & Northern Valleys,N,2002,GF_FRN_FDI,NUMBER,
2003,F,Tubas & Northern Valleys,N,2003,GF_FRN_FDI,NUMBER,
2004,F,Tubas & Northern Valleys,N,2004,GF_FRN_FDI,NUMBER,
2005,F,Tubas & Northern Valleys,N,2005,GF_FRN_FDI,NUMBER,
2006,F,Tubas & Northern Valleys,N,2006,GF_FRN_FDI,NUMBER,
2007,F,Tubas & Northern Valleys,N,2007,GF_FRN_FDI,NUMBER,
2008,F,Tubas & Northern Valleys,N,2008,GF_FRN_FDI,NUMBER,
2009,F,Tubas & Northern Valleys,N,2009,GF_FRN_FDI,NUMBER,
2010,F,Tubas & Northern Valleys,N,2010,GF_FRN_FDI,NUMBER,
2011,F,Tubas & Northern Valleys,N,2011,GF_FRN_FDI,NUMBER,
2012,F,Tubas & Northern Valleys,N,2012,GF_FRN_FDI,NUMBER,
2013,F,Tubas & Northern Valleys,N,2013,GF_FRN_FDI,NUMBER,
2014,F,Tubas & Northern Valleys,N,2014,GF_FRN_FDI,NUMBER,
2015,F,Tubas & Northern Valleys,N,2015,GF_FRN_FDI,NUMBER,
2016,F,Tubas & Northern Valleys,N,2016,GF_FRN_FDI,NUMBER,
2017,F,Tubas & Northern Valleys,N,2017,GF_FRN_FDI,NUMBER,
2018,F,Tubas & Northern Valleys,N,2018,GF_FRN_FDI,NUMBER,
2000,F,Tulkarm,N,2000,GF_FRN_FDI,NUMBER,828.2
2001,F,Tulkarm,N,2001,GF_FRN_FDI,NUMBER,
2002,F,Tulkarm,N,2002,GF_FRN_FDI,NUMBER,
2003,F,Tulkarm,N,2003,GF_FRN_FDI,NUMBER,
2004,F,Tulkarm,N,2004,GF_FRN_FDI,NUMBER,
2005,F,Tulkarm,N,2005,GF_FRN_FDI,NUMBER,
2006,F,Tulkarm,N,2006,GF_FRN_FDI,NUMBER,
2007,F,Tulkarm,N,2007,GF_FRN_FDI,NUMBER,
2008,F,Tulkarm,N,2008,GF_FRN_FDI,NUMBER,
2009,F,Tulkarm,N,2009,GF_FRN_FDI,NUMBER,
2010,F,Tulkarm,N,2010,GF_FRN_FDI,NUMBER,
2011,F,Tulkarm,N,2011,GF_FRN_FDI,NUMBER,
2012,F,Tulkarm,N,2012,GF_FRN_FDI,NUMBER,
2013,F,Tulkarm,N,2013,GF_FRN_FDI,NUMBER,
2014,F,Tulkarm,N,2014,GF_FRN_FDI,NUMBER,
2015,F,Tulkarm,N,2015,GF_FRN_FDI,NUMBER,
2016,F,Tulkarm,N,2016,GF_FRN_FDI,NUMBER,
2017,F,Tulkarm,N,2017,GF_FRN_FDI,NUMBER,
2018,F,Tulkarm,N,2018,GF_FRN_FDI,NUMBER,
2000,F,Nablus,N,2000,GF_FRN_FDI,NUMBER,487.8
2001,F,Nablus,N,2001,GF_FRN_FDI,NUMBER,
2002,F,Nablus,N,2002,GF_FRN_FDI,NUMBER,
2003,F,Nablus,N,2003,GF_FRN_FDI,NUMBER,
2004,F,Nablus,N,2004,GF_FRN_FDI,NUMBER,
2005,F,Nablus,N,2005,GF_FRN_FDI,NUMBER,
2006,F,Nablus,N,2006,GF_FRN_FDI,NUMBER,
2007,F,Nablus,N,2007,GF_FRN_FDI,NUMBER,
2008,F,Nablus,N,2008,GF_FRN_FDI,NUMBER,
2009,F,Nablus,N,2009,GF_FRN_FDI,NUMBER,
2010,F,Nablus,N,2010,GF_FRN_FDI,NUMBER,
2011,F,Nablus,N,2011,GF_FRN_FDI,NUMBER,
2012,F,Nablus,N,2012,GF_FRN_FDI,NUMBER,
2013,F,Nablus,N,2013,GF_FRN_FDI,NUMBER,
2014,F,Nablus,N,2014,GF_FRN_FDI,NUMBER,
2015,F,Nablus,N,2015,GF_FRN_FDI,NUMBER,
2016,F,Nablus,N,2016,GF_FRN_FDI,NUMBER,
2017,F,Nablus,N,2017,GF_FRN_FDI,NUMBER,
2018,F,Nablus,N,2018,GF_FRN_FDI,NUMBER,
2000,F,Qalqiliya,N,2000,GF_FRN_FDI,NUMBER,575.4
2001,F,Qalqiliya,N,2001,GF_FRN_FDI,NUMBER,
2002,F,Qalqiliya,N,2002,GF_FRN_FDI,NUMBER,
2003,F,Qalqiliya,N,2003,GF_FRN_FDI,NUMBER,
2004,F,Qalqiliya,N,2004,GF_FRN_FDI,NUMBER,
2005,F,Qalqiliya,N,2005,GF_FRN_FDI,NUMBER,
2006,F,Qalqiliya,N,2006,GF_FRN_FDI,NUMBER,
2007,F,Qalqiliya,N,2007,GF_FRN_FDI,NUMBER,
2008,F,Qalqiliya,N,2008,GF_FRN_FDI,NUMBER,
2009,F,Qalqiliya,N,2009,GF_FRN_FDI,NUMBER,
2010,F,Qalqiliya,N,2010,GF_FRN_FDI,NUMBER,
2011,F,Qalqiliya,N,2011,GF_FRN_FDI,NUMBER,
2012,F,Qalqiliya,N,2012,GF_FRN_FDI,NUMBER,
2013,F,Qalqiliya,N,2013,GF_FRN_FDI,NUMBER,
2014,F,Qalqiliya,N,2014,GF_FRN_FDI,NUMBER,
2015,F,Qalqiliya,N,2015,GF_FRN_FDI,NUMBER,
2016,F,Qalqiliya,N,2016,GF_FRN_FDI,NUMBER,
2017,F,Qalqiliya,N,2017,GF_FRN_FDI,NUMBER,
2018,F,Qalqiliya,N,2018,GF_FRN_FDI,NUMBER,
2000,F,Salfit,N,2000,GF_FRN_FDI,NUMBER,
2001,F,Salfit,N,2001,GF_FRN_FDI,NUMBER,
2002,F,Salfit,N,2002,GF_FRN_FDI,NUMBER,
2003,F,Salfit,N,2003,GF_FRN_FDI,NUMBER,
2004,F,Salfit,N,2004,GF_FRN_FDI,NUMBER,
2005,F,Salfit,N,2005,GF_FRN_FDI,NUMBER,
2006,F,Salfit,N,2006,GF_FRN_FDI,NUMBER,
2007,F,Salfit,N,2007,GF_FRN_FDI,NUMBER,
2008,F,Salfit,N,2008,GF_FRN_FDI,NUMBER,
2009,F,Salfit,N,2009,GF_FRN_FDI,NUMBER,
2010,F,Salfit,N,2010,GF_FRN_FDI,NUMBER,
2011,F,Salfit,N,2011,GF_FRN_FDI,NUMBER,
2012,F,Salfit,N,2012,GF_FRN_FDI,NUMBER,
2013,F,Salfit,N,2013,GF_FRN_FDI,NUMBER,
2014,F,Salfit,N,2014,GF_FRN_FDI,NUMBER,
2015,F,Salfit,N,2015,GF_FRN_FDI,NUMBER,
2016,F,Salfit,N,2016,GF_FRN_FDI,NUMBER,
2017,F,Salfit,N,2017,GF_FRN_FDI,NUMBER,
2018,F,Salfit,N,2018,GF_FRN_FDI,NUMBER,
2000,_T,PS,N,2000,GF_FRN_FDI,NUMBER,62.0
2001,_T,PS,N,2001,GF_FRN_FDI,NUMBER,19.2
2002,_T,PS,N,2002,GF_FRN_FDI,NUMBER,9.4
2003,_T,PS,N,2003,GF_FRN_FDI,NUMBER,18.0
2004,_T,PS,N,2004,GF_FRN_FDI,NUMBER,48.9
2005,_T,PS,N,2005,GF_FRN_FDI,NUMBER,46.5
2006,_T,PS,N,2006,GF_FRN_FDI,NUMBER,18.6
2007,_T,PS,N,2007,GF_FRN_FDI,NUMBER,28.3
2008,_T,PS,N,2008,GF_FRN_FDI,NUMBER,51.5
2009,_T,PS,N,2009,GF_FRN_FDI,NUMBER,300.5
2010,_T,PS,N,2010,GF_FRN_FDI,NUMBER,828.2
2011,_T,PS,N,2011,GF_FRN_FDI,NUMBER,640.0
2012,_T,PS,N,2012,GF_FRN_FDI,NUMBER,58.4
2013,_T,PS,N,2013,GF_FRN_FDI,NUMBER,175.7
2014,_T,PS,N,2014,GF_FRN_FDI,NUMBER,657.9
2015,_T,PS,N,2015,GF_FRN_FDI,NUMBER,434.8
2016,_T,PS,N,2016,GF_FRN_FDI,NUMBER,296.7
2017,_T,PS,N,2017,GF_FRN_FDI,NUMBER,203.2
2018,_T,PS,N,2018,GF_FRN_FDI,NUMBER,449.2
2000,_T,Jenin,N,2000,GF_FRN_FDI,NUMBER,288.7
2001,_T,Jenin,N,2001,GF_FRN_FDI,NUMBER,
2002,_T,Jenin,N,2002,GF_FRN_FDI,NUMBER,
2003,_T,Jenin,N,2003,GF_FRN_FDI,NUMBER,
2004,_T,Jenin,N,2004,GF_FRN_FDI,NUMBER,
2005,_T,Jenin,N,2005,GF_FRN_FDI,NUMBER,
2006,_T,Jenin,N,2006,GF_FRN_FDI,NUMBER,
2007,_T,Jenin,N,2007,GF_FRN_FDI,NUMBER,
2008,_T,Jenin,N,2008,GF_FRN_FDI,NUMBER,
2009,_T,Jenin,N,2009,GF_FRN_FDI,NUMBER,
2010,_T,Jenin,N,2010,GF_FRN_FDI,NUMBER,
2011,_T,Jenin,N,2011,GF_FRN_FDI,NUMBER,
2012,_T,Jenin,N,2012,GF_FRN_FDI,NUMBER,
2013,_T,Jenin,N,2013,GF_FRN_FDI,NUMBER,
2014,_T,Jenin,N,2014,GF_FRN_FDI,NUMBER,
2015,_T,Jenin,N,2015,GF_FRN_FDI,NUMBER,
2016,_T,Jenin,N,2016,GF_FRN_FDI,NUMBER,
2017,_T,Jenin,N,2017,GF_FRN_FDI,NUMBER,
2018,_T,Jenin,N,2018,GF_FRN_FDI,NUMBER,
2000,_T,Tubas & Northern Valleys,N,2000,GF_FRN_FDI,NUMBER,271.8
2001,_T,Tubas & Northern Valleys,N,2001,GF_FRN_FDI,NUMBER,
2002,_T,Tubas & Northern Valleys,N,2002,GF_FRN_FDI,NUMBER,
2003,_T,Tubas & Northern Valleys,N,2003,GF_FRN_FDI,NUMBER,
2004,_T,Tubas & Northern Valleys,N,2004,GF_FRN_FDI,NUMBER,
2005,_T,Tubas & Northern Valleys,N,2005,GF_FRN_FDI,NUMBER,
2006,_T,Tubas & Northern Valleys,N,2006,GF_FRN_FDI,NUMBER,
2007,_T,Tubas & Northern Valleys,N,2007,GF_FRN_FDI,NUMBER,
2008,_T,Tubas & Northern Valleys,N,2008,GF_FRN_FDI,NUMBER,
2009,_T,Tubas & Northern Valleys,N,2009,GF_FRN_FDI,NUMBER,
2010,_T,Tubas & Northern Valleys,N,2010,GF_FRN_FDI,NUMBER,
2011,_T,Tubas & Northern Valleys,N,2011,GF_FRN_FDI,NUMBER,
2012,_T,Tubas & Northern Valleys,N,2012,GF_FRN_FDI,NUMBER,
2013,_T,Tubas & Northern Valleys,N,2013,GF_FRN_FDI,NUMBER,
2014,_T,Tubas & Northern Valleys,N,2014,GF_FRN_FDI,NUMBER,
2015,_T,Tubas & Northern Valleys,N,2015,GF_FRN_FDI,NUMBER,
2016,_T,Tubas & Northern Valleys,N,2016,GF_FRN_FDI,NUMBER,
2017,_T,Tubas & Northern Valleys,N,2017,GF_FRN_FDI,NUMBER,
2018,_T,Tubas & Northern Valleys,N,2018,GF_FRN_FDI,NUMBER,
2000,_T,Tulkarm,N,2000,GF_FRN_FDI,NUMBER,713.0
2001,_T,Tulkarm,N,2001,GF_FRN_FDI,NUMBER,
2002,_T,Tulkarm,N,2002,GF_FRN_FDI,NUMBER,
2003,_T,Tulkarm,N,2003,GF_FRN_FDI,NUMBER,
2004,_T,Tulkarm,N,2004,GF_FRN_FDI,NUMBER,
2005,_T,Tulkarm,N,2005,GF_FRN_FDI,NUMBER,
2006,_T,Tulkarm,N,2006,GF_FRN_FDI,NUMBER,
2007,_T,Tulkarm,N,2007,GF_FRN_FDI,NUMBER,
2008,_T,Tulkarm,N,2008,GF_FRN_FDI,NUMBER,
2009,_T,Tulkarm,N,2009,GF_FRN_FDI,NUMBER,
2010,_T,Tulkarm,N,2010,GF_FRN_FDI,NUMBER,
2011,_T,Tulkarm,N,2011,GF_FRN_FDI,NUMBER,
2012,_T,Tulkarm,N,2012,GF_FRN_FDI,NUMBER,
2013,_T,Tulkarm,N,2013,GF_FRN_FDI,NUMBER,
2014,_T,Tulkarm,N,2014,GF_FRN_FDI,NUMBER,
2015,_T,Tulkarm,N,2015,GF_FRN_FDI,NUMBER,
2016,_T,Tulkarm,N,2016,GF_FRN_FDI,NUMBER,
2017,_T,Tulkarm,N,2017,GF_FRN_FDI,NUMBER,
2018,_T,Tulkarm,N,2018,GF_FRN_FDI,NUMBER,
2000,_T,Nablus,N,2000,GF_FRN_FDI,NUMBER,588.2
2001,_T,Nablus,N,2001,GF_FRN_FDI,NUMBER,
2002,_T,Nablus,N,2002,GF_FRN_FDI,NUMBER,
2003,_T,Nablus,N,2003,GF_FRN_FDI,NUMBER,
2004,_T,Nablus,N,2004,GF_FRN_FDI,NUMBER,
2005,_T,Nablus,N,2005,GF_FRN_FDI,NUMBER,
2006,_T,Nablus,N,2006,GF_FRN_FDI,NUMBER,
2007,_T,Nablus,N,2007,GF_FRN_FDI,NUMBER,
2008,_T,Nablus,N,2008,GF_FRN_FDI,NUMBER,
2009,_T,Nablus,N,2009,GF_FRN_FDI,NUMBER,
2010,_T,Nablus,N,2010,GF_FRN_FDI,NUMBER,
2011,_T,Nablus,N,2011,GF_FRN_FDI,NUMBER,
2012,_T,Nablus,N,2012,GF_FRN_FDI,NUMBER,
2013,_T,Nablus,N,2013,GF_FRN_FDI,NUMBER,
2014,_T,Nablus,N,2014,GF_FRN_FDI,NUMBER,
2015,_T,Nablus,N,2015,GF_FRN_FDI,NUMBER,
2016,_T,Nablus,N,2016,GF_FRN_FDI,NUMBER,
2017,_T,Nablus,N,2017,GF_FRN_FDI,NUMBER,
2018,_T,Nablus,N,2018,GF_FRN_FDI,NUMBER,
2000,_T,Qalqiliya,N,2000,GF_FRN_FDI,NUMBER,434.8
2001,_T,Qalqiliya,N,2001,GF_FRN_FDI,NUMBER,
2002,_T,Qalqiliya,N,2002,GF_FRN_FDI,NUMBER,
2003,_T,Qalqiliya,N,2003,GF_FRN_FDI,NUMBER,
2004,_T,Qalqiliya,N,2004,GF_FRN_FDI,NUMBER,
2005,_T,Qalqiliya,N,2005,GF_FRN_FDI,NUMBER,
2006,_T,Qalqiliya,N,2006,GF_FRN_FDI,NUMBER,
2007,_T,Qalqiliya,N,2007,GF_FRN_FDI,NUMBER,
2008,_T,Qalqiliya,N,2008,GF_FRN_FDI,NUMBER,
2009,_T,Qalqiliya,N,2009,GF_FRN_FDI,NUMBER,
2010,_T,Qalqiliya,N,2010,GF_FRN_FDI,NUMBER,
2011,_T,Qalqiliya,N,2011,GF_FRN_FDI,NUMBER,
2012,_T,Qalqiliya,N,2012,GF_FRN_FDI,NUMBER,
2013,_T,Qalqiliya,N,2013,GF_FRN_FDI,NUMBER,
2014,_T,Qalqiliya,N,2014,GF_FRN_FDI,NUMBER,
2015,_T,Qalqiliya,N,2015,GF_FRN_FDI,NUMBER,
2016,_T,Qalqiliya,N,2016,GF_FRN_FDI,NUMBER,
2017,_T,Qalqiliya,N,2017,GF_FRN_FDI,NUMBER,
2018,_T,Qalqiliya,N,2018,GF_FRN_FDI,NUMBER,
2000,_T,Salfit,N,2000,GF_FRN_FDI,NUMBER,449.2
2001,_T,Salfit,N,2001,GF_FRN_FDI,NUMBER,
2002,_T,Salfit,N,2002,GF_FRN_FDI,NUMBER,
2003,_T,Salfit,N,2003,GF_FRN_FDI,NUMBER,
2004,_T,Salfit,N,2004,GF_FRN_FDI,NUMBER,
2005,_T,Salfit,N,2005,GF_FRN_FDI,NUMBER,
2006,_T,Salfit,N,2006,GF_FRN_FDI,NUMBER,
2007,_T,Salfit,N,2007,GF_FRN_FDI,NUMBER,
2008,_T,Salfit,N,2008,GF_FRN_FDI,NUMBER,
2009,_T,Salfit,N,2009,GF_FRN_FDI,NUMBER,
2010,_T,Salfit,N,2010,GF_FRN_FDI,NUMBER,
2011,_T,Salfit,N,2011,GF_FRN_FDI,NUMBER,
2012,_T,Salfit,N,2012,GF_FRN_FDI,NUMBER,
2013,_T,Salfit,N,2013,GF_FRN_FDI,NUMBER,
