Year,SEX,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2000,M,PS,N,2000,GF_FRN_FDI,NUMBER,290.5
2001,M,PS,N,2001,GF_FRN_FDI,NUMBER,
2002,M,PS,N,2002,GF_FRN_FDI,NUMBER,
2003,M,PS,N,2003,GF_FRN_FDI,NUMBER,
2004,M,PS,N,2004,GF_FRN_FDI,NUMBER,
2005,M,PS,N,2005,GF_FRN_FDI,NUMBER,
2006,M,PS,N,2006,GF_FRN_FDI,NUMBER,
2007,M,PS,N,2007,GF_FRN_FDI,NUMBER,
2008,M,PS,N,2008,GF_FRN_FDI,NUMBER,
2009,M,PS,N,2009,GF_FRN_FDI,NUMBER,
2010,M,PS,N,2010,GF_FRN_FDI,NUMBER,
2011,M,PS,N,2011,GF_FRN_FDI,NUMBER,
2012,M,PS,N,2012,GF_FRN_FDI,NUMBER,
2013,M,PS,N,2013,GF_FRN_FDI,NUMBER,
2014,M,PS,N,2014,GF_FRN_FDI,NUMBER,
2015,M,PS,N,2015,GF_FRN_FDI,NUMBER,
2016,M,PS,N,2016,GF_FRN_FDI,NUMBER,
2017,M,PS,N,2017,GF_FRN_FDI,NUMBER,
2018,M,PS,N,2018,GF_FRN_FDI,NUMBER,
2000,M,Jenin,N,2000,GF_FRN_FDI,NUMBER,385.7
2001,M,Jenin,N,2001,GF_FRN_FDI,NUMBER,
2002,M,Jenin,N,2002,GF_FRN_FDI,NUMBER,
2003,M,Jenin,N,2003,GF_FRN_FDI,NUMBER,
2004,M,Jenin,N,2004,GF_FRN_FDI,NUMBER,
2005,M,Jenin,N,2005,GF_FRN_FDI,NUMBER,
2006,M,Jenin,N,2006,GF_FRN_FDI,NUMBER,
2007,M,Jenin,N,2007,GF_FRN_FDI,NUMBER,
2008,M,Jenin,N,2008,GF_FRN_FDI,NUMBER,
2009,M,Jenin,N,2009,GF_FRN_FDI,NUMBER,
2010,M,Jenin,N,2010,GF_FRN_FDI,NUMBER,
2011,M,Jenin,N,2011,GF_FRN_FDI,NUMBER,
2012,M,Jenin,N,2012,GF_FRN_FDI,NUMBER,
2013,M,Jenin,N,2013,GF_FRN_FDI,NUMBER,
2014,M,Jenin,N,2014,GF_FRN_FDI,NUMBER,
2015,M,Jenin,N,2015,GF_FRN_FDI,NUMBER,
2016,M,Jenin,N,2016,GF_FRN_FDI,NUMBER,
2017,M,Jenin,N,2017,GF_FRN_FDI,NUMBER,
2018,M,Jenin,N,2018,GF_FRN_FDI,NUMBER,
2000,M,Tubas & Northern Valleys,N,2000,GF_FRN_FDI,NUMBER,390.4
2001,M,Tubas & Northern Valleys,N,2001,GF_FRN_FDI,NUMBER,
2002,M,Tubas & Northern Valleys,N,2002,GF_FRN_FDI,NUMBER,
2003,M,Tubas & Northern Valleys,N,2003,GF_FRN_FDI,NUMBER,
2004,M,Tubas & Northern Valleys,N,2004,GF_FRN_FDI,NUMBER,
2005,M,Tubas & Northern Valleys,N,2005,GF_FRN_FDI,NUMBER,
2006,M,Tubas & Northern Valleys,N,2006,GF_FRN_FDI,NUMBER,
2007,M,Tubas & Northern Valleys,N,2007,GF_FRN_FDI,NUMBER,
2008,M,Tubas & Northern Valleys,N,2008,GF_FRN_FDI,NUMBER,
2009,M,Tubas & Northern Valleys,N,2009,GF_FRN_FDI,NUMBER,
2010,M,Tubas & Northern Valleys,N,2010,GF_FRN_FDI,NUMBER,
2011,M,Tubas & Northern Valleys,N,2011,GF_FRN_FDI,NUMBER,
2012,M,Tubas & Northern Valleys,N,2012,GF_FRN_FDI,NUMBER,
2013,M,Tubas & Northern Valleys,N,2013,GF_FRN_FDI,NUMBER,
2014,M,Tubas & Northern Valleys,N,2014,GF_FRN_FDI,NUMBER,
2015,M,Tubas & Northern Valleys,N,2015,GF_FRN_FDI,NUMBER,
2016,M,Tubas & Northern Valleys,N,2016,GF_FRN_FDI,NUMBER,
2017,M,Tubas & Northern Valleys,N,2017,GF_FRN_FDI,NUMBER,
2018,M,Tubas & Northern Valleys,N,2018,GF_FRN_FDI,NUMBER,
2000,M,Tulkarm,N,2000,GF_FRN_FDI,NUMBER,640.0
2001,M,Tulkarm,N,2001,GF_FRN_FDI,NUMBER,
2002,M,Tulkarm,N,2002,GF_FRN_FDI,NUMBER,
2003,M,Tulkarm,N,2003,GF_FRN_FDI,NUMBER,
2004,M,Tulkarm,N,2004,GF_FRN_FDI,NUMBER,
2005,M,Tulkarm,N,2005,GF_FRN_FDI,NUMBER,
2006,M,Tulkarm,N,2006,GF_FRN_FDI,NUMBER,
2007,M,Tulkarm,N,2007,GF_FRN_FDI,NUMBER,
2008,M,Tulkarm,N,2008,GF_FRN_FDI,NUMBER,
2009,M,Tulkarm,N,2009,GF_FRN_FDI,NUMBER,
2010,M,Tulkarm,N,2010,GF_FRN_FDI,NUMBER,
2011,M,Tulkarm,N,2011,GF_FRN_FDI,NUMBER,
2012,M,Tulkarm,N,2012,GF_FRN_FDI,NUMBER,
2013,M,Tulkarm,N,2013,GF_FRN_FDI,NUMBER,
2014,M,Tulkarm,N,2014,GF_FRN_FDI,NUMBER,
