Year,SEX,REF_AREA,OCCUPATION,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2000,F,PS,ISCO08_6,2000,SL_EMP_EARN,,
2001,F,PS,ISCO08_6,2001,SL_EMP_EARN,,
2002,F,PS,ISCO08_6,2002,SL_EMP_EARN,,
2003,F,PS,ISCO08_6,2003,SL_EMP_EARN,,
2004,F,PS,ISCO08_6,2004,SL_EMP_EARN,,
2005,F,PS,ISCO08_6,2005,SL_EMP_EARN,,
2006,F,PS,ISCO08_6,2006,SL_EMP_EARN,,
2007,F,PS,ISCO08_6,2007,SL_EMP_EARN,,
2008,F,PS,ISCO08_6,2008,SL_EMP_EARN,,
2009,F,PS,ISCO08_6,2009,SL_EMP_EARN,,
2010,F,PS,ISCO08_6,2010,SL_EMP_EARN,,
2011,F,PS,ISCO08_6,2011,SL_EMP_EARN,,
2012,F,PS,ISCO08_6,2012,SL_EMP_EARN,,
2013,F,PS,ISCO08_6,2013,SL_EMP_EARN,,
2014,F,PS,ISCO08_6,2014,SL_EMP_EARN,,
2015,F,PS,ISCO08_6,2015,SL_EMP_EARN,,
2016,F,PS,ISCO08_6,2016,SL_EMP_EARN,,
2017,F,PS,ISCO08_6,2017,SL_EMP_EARN,,
2018,F,PS,ISCO08_6,2018,SL_EMP_EARN,,
2000,F,PS,ISCO08_7,2000,SL_EMP_EARN,,
2001,F,PS,ISCO08_7,2001,SL_EMP_EARN,,
2002,F,PS,ISCO08_7,2002,SL_EMP_EARN,,
2003,F,PS,ISCO08_7,2003,SL_EMP_EARN,,
2004,F,PS,ISCO08_7,2004,SL_EMP_EARN,,
2005,F,PS,ISCO08_7,2005,SL_EMP_EARN,,
2006,F,PS,ISCO08_7,2006,SL_EMP_EARN,,
2007,F,PS,ISCO08_7,2007,SL_EMP_EARN,,
2008,F,PS,ISCO08_7,2008,SL_EMP_EARN,,
2009,F,PS,ISCO08_7,2009,SL_EMP_EARN,,
2010,F,PS,ISCO08_7,2010,SL_EMP_EARN,,
2011,F,PS,ISCO08_7,2011,SL_EMP_EARN,,
2012,F,PS,ISCO08_7,2012,SL_EMP_EARN,,
2013,F,PS,ISCO08_7,2013,SL_EMP_EARN,,
2014,F,PS,ISCO08_7,2014,SL_EMP_EARN,,
2015,F,PS,ISCO08_7,2015,SL_EMP_EARN,,
2016,F,PS,ISCO08_7,2016,SL_EMP_EARN,,
2017,F,PS,ISCO08_7,2017,SL_EMP_EARN,,
2018,F,PS,ISCO08_7,2018,SL_EMP_EARN,,
2000,F,PS,ISCO88_8,2000,SL_EMP_EARN,,
2001,F,PS,ISCO88_8,2001,SL_EMP_EARN,,
2002,F,PS,ISCO88_8,2002,SL_EMP_EARN,,
2003,F,PS,ISCO88_8,2003,SL_EMP_EARN,,
2004,F,PS,ISCO88_8,2004,SL_EMP_EARN,,
2005,F,PS,ISCO88_8,2005,SL_EMP_EARN,,
2006,F,PS,ISCO88_8,2006,SL_EMP_EARN,,
2007,F,PS,ISCO88_8,2007,SL_EMP_EARN,,
2008,F,PS,ISCO88_8,2008,SL_EMP_EARN,,
2009,F,PS,ISCO88_8,2009,SL_EMP_EARN,,
2010,F,PS,ISCO88_8,2010,SL_EMP_EARN,,
2011,F,PS,ISCO88_8,2011,SL_EMP_EARN,,
2012,F,PS,ISCO88_8,2012,SL_EMP_EARN,,
2013,F,PS,ISCO88_8,2013,SL_EMP_EARN,,
2014,F,PS,ISCO88_8,2014,SL_EMP_EARN,,
2015,F,PS,ISCO88_8,2015,SL_EMP_EARN,,
2016,F,PS,ISCO88_8,2016,SL_EMP_EARN,,
2017,F,PS,ISCO88_8,2017,SL_EMP_EARN,,
2018,F,PS,ISCO88_8,2018,SL_EMP_EARN,,
2000,F,PS,ISCO08_9,2000,SL_EMP_EARN,,
2001,F,PS,ISCO08_9,2001,SL_EMP_EARN,,
2002,F,PS,ISCO08_9,2002,SL_EMP_EARN,,
2003,F,PS,ISCO08_9,2003,SL_EMP_EARN,,
2004,F,PS,ISCO08_9,2004,SL_EMP_EARN,,
2005,F,PS,ISCO08_9,2005,SL_EMP_EARN,,
2006,F,PS,ISCO08_9,2006,SL_EMP_EARN,,
2007,F,PS,ISCO08_9,2007,SL_EMP_EARN,,
2008,F,PS,ISCO08_9,2008,SL_EMP_EARN,,
2009,F,PS,ISCO08_9,2009,SL_EMP_EARN,,
2010,F,PS,ISCO08_9,2010,SL_EMP_EARN,,
2011,F,PS,ISCO08_9,2011,SL_EMP_EARN,,
2012,F,PS,ISCO08_9,2012,SL_EMP_EARN,,
2013,F,PS,ISCO08_9,2013,SL_EMP_EARN,,
2014,F,PS,ISCO08_9,2014,SL_EMP_EARN,,
2015,F,PS,ISCO08_9,2015,SL_EMP_EARN,,
2016,F,PS,ISCO08_9,2016,SL_EMP_EARN,,
2017,F,PS,ISCO08_9,2017,SL_EMP_EARN,,
2018,F,PS,ISCO08_9,2018,SL_EMP_EARN,,
2000,F,PS,ISCO88_1,2000,SL_EMP_EARN,,
2001,F,PS,ISCO88_1,2001,SL_EMP_EARN,,
2002,F,PS,ISCO88_1,2002,SL_EMP_EARN,,
2003,F,PS,ISCO88_1,2003,SL_EMP_EARN,,
2004,F,PS,ISCO88_1,2004,SL_EMP_EARN,,
2005,F,PS,ISCO88_1,2005,SL_EMP_EARN,,
2006,F,PS,ISCO88_1,2006,SL_EMP_EARN,,
2007,F,PS,ISCO88_1,2007,SL_EMP_EARN,,
2008,F,PS,ISCO88_1,2008,SL_EMP_EARN,,
2009,F,PS,ISCO88_1,2009,SL_EMP_EARN,,
2010,F,PS,ISCO88_1,2010,SL_EMP_EARN,,
2011,F,PS,ISCO88_1,2011,SL_EMP_EARN,,
2012,F,PS,ISCO88_1,2012,SL_EMP_EARN,,
2013,F,PS,ISCO88_1,2013,SL_EMP_EARN,,
2014,F,PS,ISCO88_1,2014,SL_EMP_EARN,,
2015,F,PS,ISCO88_1,2015,SL_EMP_EARN,,
2016,F,PS,ISCO88_1,2016,SL_EMP_EARN,,
2017,F,PS,ISCO88_1,2017,SL_EMP_EARN,,
2018,F,PS,ISCO88_1,2018,SL_EMP_EARN,,
2000,_T,West Bank,_T,2000,SL_EMP_EARN,,82.8
2001,_T,West Bank,_T,2001,SL_EMP_EARN,,79.3
2002,_T,West Bank,_T,2002,SL_EMP_EARN,,80.9
2003,_T,West Bank,_T,2003,SL_EMP_EARN,,81.8
2004,_T,West Bank,_T,2004,SL_EMP_EARN,,81.6
2005,_T,West Bank,_T,2005,SL_EMP_EARN,,84.4
2006,_T,West Bank,_T,2006,SL_EMP_EARN,,87.5
2007,_T,West Bank,_T,2007,SL_EMP_EARN,,88.4
2008,_T,West Bank,_T,2008,SL_EMP_EARN,,95.1
2009,_T,West Bank,_T,2009,SL_EMP_EARN,,99.3
2010,_T,West Bank,_T,2010,SL_EMP_EARN,,102.3
2011,_T,West Bank,_T,2011,SL_EMP_EARN,,102.4
2012,_T,West Bank,_T,2012,SL_EMP_EARN,,103.9
2013,_T,West Bank,_T,2013,SL_EMP_EARN,,110.2
2014,_T,West Bank,_T,2014,SL_EMP_EARN,,113.5
2015,_T,West Bank,_T,2015,SL_EMP_EARN,,120.6
2016,_T,West Bank,_T,2016,SL_EMP_EARN,,128.4
2017,_T,West Bank,_T,2017,SL_EMP_EARN,,134.8
2018,_T,West Bank,_T,2018,SL_EMP_EARN,,143.6
2000,_T,West Bank,ISCO08_3,2000,SL_EMP_EARN,,
2001,_T,West Bank,ISCO08_3,2001,SL_EMP_EARN,,
2002,_T,West Bank,ISCO08_3,2002,SL_EMP_EARN,,
2003,_T,West Bank,ISCO08_3,2003,SL_EMP_EARN,,
2004,_T,West Bank,ISCO08_3,2004,SL_EMP_EARN,,
2005,_T,West Bank,ISCO08_3,2005,SL_EMP_EARN,,
2006,_T,West Bank,ISCO08_3,2006,SL_EMP_EARN,,
2007,_T,West Bank,ISCO08_3,2007,SL_EMP_EARN,,
2008,_T,West Bank,ISCO08_3,2008,SL_EMP_EARN,,
2009,_T,West Bank,ISCO08_3,2009,SL_EMP_EARN,,
2010,_T,West Bank,ISCO08_3,2010,SL_EMP_EARN,,
2011,_T,West Bank,ISCO08_3,2011,SL_EMP_EARN,,
2012,_T,West Bank,ISCO08_3,2012,SL_EMP_EARN,,
2013,_T,West Bank,ISCO08_3,2013,SL_EMP_EARN,,
2014,_T,West Bank,ISCO08_3,2014,SL_EMP_EARN,,
2015,_T,West Bank,ISCO08_3,2015,SL_EMP_EARN,,
2016,_T,West Bank,ISCO08_3,2016,SL_EMP_EARN,,
2017,_T,West Bank,ISCO08_3,2017,SL_EMP_EARN,,
2018,_T,West Bank,ISCO08_3,2018,SL_EMP_EARN,,
2000,_T,West Bank,ISCO08_5,2000,SL_EMP_EARN,,
2001,_T,West Bank,ISCO08_5,2001,SL_EMP_EARN,,
2002,_T,West Bank,ISCO08_5,2002,SL_EMP_EARN,,
2003,_T,West Bank,ISCO08_5,2003,SL_EMP_EARN,,
2004,_T,West Bank,ISCO08_5,2004,SL_EMP_EARN,,
2005,_T,West Bank,ISCO08_5,2005,SL_EMP_EARN,,
2006,_T,West Bank,ISCO08_5,2006,SL_EMP_EARN,,
2007,_T,West Bank,ISCO08_5,2007,SL_EMP_EARN,,
2008,_T,West Bank,ISCO08_5,2008,SL_EMP_EARN,,
2009,_T,West Bank,ISCO08_5,2009,SL_EMP_EARN,,
2010,_T,West Bank,ISCO08_5,2010,SL_EMP_EARN,,
2011,_T,West Bank,ISCO08_5,2011,SL_EMP_EARN,,
2012,_T,West Bank,ISCO08_5,2012,SL_EMP_EARN,,
2013,_T,West Bank,ISCO08_5,2013,SL_EMP_EARN,,
2014,_T,West Bank,ISCO08_5,2014,SL_EMP_EARN,,
2015,_T,West Bank,ISCO08_5,2015,SL_EMP_EARN,,
2016,_T,West Bank,ISCO08_5,2016,SL_EMP_EARN,,
2017,_T,West Bank,ISCO08_5,2017,SL_EMP_EARN,,
2018,_T,West Bank,ISCO08_5,2018,SL_EMP_EARN,,
2000,_T,West Bank,ISCO08_6,2000,SL_EMP_EARN,,
2001,_T,West Bank,ISCO08_6,2001,SL_EMP_EARN,,
2002,_T,West Bank,ISCO08_6,2002,SL_EMP_EARN,,
2003,_T,West Bank,ISCO08_6,2003,SL_EMP_EARN,,
2004,_T,West Bank,ISCO08_6,2004,SL_EMP_EARN,,
2005,_T,West Bank,ISCO08_6,2005,SL_EMP_EARN,,
2006,_T,West Bank,ISCO08_6,2006,SL_EMP_EARN,,
2007,_T,West Bank,ISCO08_6,2007,SL_EMP_EARN,,
2008,_T,West Bank,ISCO08_6,2008,SL_EMP_EARN,,
2009,_T,West Bank,ISCO08_6,2009,SL_EMP_EARN,,
2010,_T,West Bank,ISCO08_6,2010,SL_EMP_EARN,,
2011,_T,West Bank,ISCO08_6,2011,SL_EMP_EARN,,
2012,_T,West Bank,ISCO08_6,2012,SL_EMP_EARN,,
2013,_T,West Bank,ISCO08_6,2013,SL_EMP_EARN,,
2014,_T,West Bank,ISCO08_6,2014,SL_EMP_EARN,,
2015,_T,West Bank,ISCO08_6,2015,SL_EMP_EARN,,
2016,_T,West Bank,ISCO08_6,2016,SL_EMP_EARN,,
2017,_T,West Bank,ISCO08_6,2017,SL_EMP_EARN,,
2018,_T,West Bank,ISCO08_6,2018,SL_EMP_EARN,,
2000,_T,West Bank,ISCO08_7,2000,SL_EMP_EARN,,
2001,_T,West Bank,ISCO08_7,2001,SL_EMP_EARN,,
2002,_T,West Bank,ISCO08_7,2002,SL_EMP_EARN,,
2003,_T,West Bank,ISCO08_7,2003,SL_EMP_EARN,,
2004,_T,West Bank,ISCO08_7,2004,SL_EMP_EARN,,
2005,_T,West Bank,ISCO08_7,2005,SL_EMP_EARN,,
2006,_T,West Bank,ISCO08_7,2006,SL_EMP_EARN,,
2007,_T,West Bank,ISCO08_7,2007,SL_EMP_EARN,,
2008,_T,West Bank,ISCO08_7,2008,SL_EMP_EARN,,
2009,_T,West Bank,ISCO08_7,2009,SL_EMP_EARN,,
2010,_T,West Bank,ISCO08_7,2010,SL_EMP_EARN,,
2011,_T,West Bank,ISCO08_7,2011,SL_EMP_EARN,,
2012,_T,West Bank,ISCO08_7,2012,SL_EMP_EARN,,
2013,_T,West Bank,ISCO08_7,2013,SL_EMP_EARN,,
2014,_T,West Bank,ISCO08_7,2014,SL_EMP_EARN,,
2015,_T,West Bank,ISCO08_7,2015,SL_EMP_EARN,,
2016,_T,West Bank,ISCO08_7,2016,SL_EMP_EARN,,
2017,_T,West Bank,ISCO08_7,2017,SL_EMP_EARN,,
2018,_T,West Bank,ISCO08_7,2018,SL_EMP_EARN,,
2000,_T,West Bank,ISCO88_8,2000,SL_EMP_EARN,,
2001,_T,West Bank,ISCO88_8,2001,SL_EMP_EARN,,
2002,_T,West Bank,ISCO88_8,2002,SL_EMP_EARN,,
2003,_T,West Bank,ISCO88_8,2003,SL_EMP_EARN,,
2004,_T,West Bank,ISCO88_8,2004,SL_EMP_EARN,,
2005,_T,West Bank,ISCO88_8,2005,SL_EMP_EARN,,
2006,_T,West Bank,ISCO88_8,2006,SL_EMP_EARN,,
2007,_T,West Bank,ISCO88_8,2007,SL_EMP_EARN,,
2008,_T,West Bank,ISCO88_8,2008,SL_EMP_EARN,,
2009,_T,West Bank,ISCO88_8,2009,SL_EMP_EARN,,
2010,_T,West Bank,ISCO88_8,2010,SL_EMP_EARN,,
2011,_T,West Bank,ISCO88_8,2011,SL_EMP_EARN,,
2012,_T,West Bank,ISCO88_8,2012,SL_EMP_EARN,,
2013,_T,West Bank,ISCO88_8,2013,SL_EMP_EARN,,
2014,_T,West Bank,ISCO88_8,2014,SL_EMP_EARN,,
2015,_T,West Bank,ISCO88_8,2015,SL_EMP_EARN,,
2016,_T,West Bank,ISCO88_8,2016,SL_EMP_EARN,,
2017,_T,West Bank,ISCO88_8,2017,SL_EMP_EARN,,
2018,_T,West Bank,ISCO88_8,2018,SL_EMP_EARN,,
2000,_T,West Bank,ISCO08_9,2000,SL_EMP_EARN,,
2001,_T,West Bank,ISCO08_9,2001,SL_EMP_EARN,,
2002,_T,West Bank,ISCO08_9,2002,SL_EMP_EARN,,
2003,_T,West Bank,ISCO08_9,2003,SL_EMP_EARN,,
2004,_T,West Bank,ISCO08_9,2004,SL_EMP_EARN,,
2005,_T,West Bank,ISCO08_9,2005,SL_EMP_EARN,,
2006,_T,West Bank,ISCO08_9,2006,SL_EMP_EARN,,
2007,_T,West Bank,ISCO08_9,2007,SL_EMP_EARN,,
2008,_T,West Bank,ISCO08_9,2008,SL_EMP_EARN,,
2009,_T,West Bank,ISCO08_9,2009,SL_EMP_EARN,,
2010,_T,West Bank,ISCO08_9,2010,SL_EMP_EARN,,
2011,_T,West Bank,ISCO08_9,2011,SL_EMP_EARN,,
2012,_T,West Bank,ISCO08_9,2012,SL_EMP_EARN,,
2013,_T,West Bank,ISCO08_9,2013,SL_EMP_EARN,,
2014,_T,West Bank,ISCO08_9,2014,SL_EMP_EARN,,
2015,_T,West Bank,ISCO08_9,2015,SL_EMP_EARN,,
2016,_T,West Bank,ISCO08_9,2016,SL_EMP_EARN,,
2017,_T,West Bank,ISCO08_9,2017,SL_EMP_EARN,,
2018,_T,West Bank,ISCO08_9,2018,SL_EMP_EARN,,
2000,_T,West Bank,ISCO88_1,2000,SL_EMP_EARN,,
2001,_T,West Bank,ISCO88_1,2001,SL_EMP_EARN,,
2002,_T,West Bank,ISCO88_1,2002,SL_EMP_EARN,,
2003,_T,West Bank,ISCO88_1,2003,SL_EMP_EARN,,
2004,_T,West Bank,ISCO88_1,2004,SL_EMP_EARN,,
2005,_T,West Bank,ISCO88_1,2005,SL_EMP_EARN,,
2006,_T,West Bank,ISCO88_1,2006,SL_EMP_EARN,,
2007,_T,West Bank,ISCO88_1,2007,SL_EMP_EARN,,
2008,_T,West Bank,ISCO88_1,2008,SL_EMP_EARN,,
2009,_T,West Bank,ISCO88_1,2009,SL_EMP_EARN,,
2010,_T,West Bank,ISCO88_1,2010,SL_EMP_EARN,,
2011,_T,West Bank,ISCO88_1,2011,SL_EMP_EARN,,
2012,_T,West Bank,ISCO88_1,2012,SL_EMP_EARN,,
2013,_T,West Bank,ISCO88_1,2013,SL_EMP_EARN,,
2014,_T,West Bank,ISCO88_1,2014,SL_EMP_EARN,,
2015,_T,West Bank,ISCO88_1,2015,SL_EMP_EARN,,
2016,_T,West Bank,ISCO88_1,2016,SL_EMP_EARN,,
2017,_T,West Bank,ISCO88_1,2017,SL_EMP_EARN,,
2018,_T,West Bank,ISCO88_1,2018,SL_EMP_EARN,,
2000,_T,Gaza Strip,_T,2000,SL_EMP_EARN,,64.1
2001,_T,Gaza Strip,_T,2001,SL_EMP_EARN,,54.4
2002,_T,Gaza Strip,_T,2002,SL_EMP_EARN,,56.6
2003,_T,Gaza Strip,_T,2003,SL_EMP_EARN,,55.7
2004,_T,Gaza Strip,_T,2004,SL_EMP_EARN,,59.2
2005,_T,Gaza Strip,_T,2005,SL_EMP_EARN,,62.3
2006,_T,Gaza Strip,_T,2006,SL_EMP_EARN,,69.1
2007,_T,Gaza Strip,_T,2007,SL_EMP_EARN,,65.1
2008,_T,Gaza Strip,_T,2008,SL_EMP_EARN,,60.4
2009,_T,Gaza Strip,_T,2009,SL_EMP_EARN,,62.7
2010,_T,Gaza Strip,_T,2010,SL_EMP_EARN,,58.5
2011,_T,Gaza Strip,_T,2011,SL_EMP_EARN,,61.8
2012,_T,Gaza Strip,_T,2012,SL_EMP_EARN,,64.5
2013,_T,Gaza Strip,_T,2013,SL_EMP_EARN,,63.5
2014,_T,Gaza Strip,_T,2014,SL_EMP_EARN,,64.2
2015,_T,Gaza Strip,_T,2015,SL_EMP_EARN,,62.3
2016,_T,Gaza Strip,_T,2016,SL_EMP_EARN,,61.9
2017,_T,Gaza Strip,_T,2017,SL_EMP_EARN,,59.5
2018,_T,Gaza Strip,_T,2018,SL_EMP_EARN,,63.1
2000,_T,Gaza Strip,ISCO08_3,2000,SL_EMP_EARN,,
2001,_T,Gaza Strip,ISCO08_3,2001,SL_EMP_EARN,,
2002,_T,Gaza Strip,ISCO08_3,2002,SL_EMP_EARN,,
2003,_T,Gaza Strip,ISCO08_3,2003,SL_EMP_EARN,,
2004,_T,Gaza Strip,ISCO08_3,2004,SL_EMP_EARN,,
2005,_T,Gaza Strip,ISCO08_3,2005,SL_EMP_EARN,,
2006,_T,Gaza Strip,ISCO08_3,2006,SL_EMP_EARN,,
2007,_T,Gaza Strip,ISCO08_3,2007,SL_EMP_EARN,,
2008,_T,Gaza Strip,ISCO08_3,2008,SL_EMP_EARN,,
2009,_T,Gaza Strip,ISCO08_3,2009,SL_EMP_EARN,,
2010,_T,Gaza Strip,ISCO08_3,2010,SL_EMP_EARN,,
2011,_T,Gaza Strip,ISCO08_3,2011,SL_EMP_EARN,,
2012,_T,Gaza Strip,ISCO08_3,2012,SL_EMP_EARN,,
2013,_T,Gaza Strip,ISCO08_3,2013,SL_EMP_EARN,,
2014,_T,Gaza Strip,ISCO08_3,2014,SL_EMP_EARN,,
2015,_T,Gaza Strip,ISCO08_3,2015,SL_EMP_EARN,,
2016,_T,Gaza Strip,ISCO08_3,2016,SL_EMP_EARN,,
2017,_T,Gaza Strip,ISCO08_3,2017,SL_EMP_EARN,,
2018,_T,Gaza Strip,ISCO08_3,2018,SL_EMP_EARN,,
2000,_T,Gaza Strip,ISCO08_5,2000,SL_EMP_EARN,,
2001,_T,Gaza Strip,ISCO08_5,2001,SL_EMP_EARN,,
2002,_T,Gaza Strip,ISCO08_5,2002,SL_EMP_EARN,,
2003,_T,Gaza Strip,ISCO08_5,2003,SL_EMP_EARN,,
2004,_T,Gaza Strip,ISCO08_5,2004,SL_EMP_EARN,,
2005,_T,Gaza Strip,ISCO08_5,2005,SL_EMP_EARN,,
2006,_T,Gaza Strip,ISCO08_5,2006,SL_EMP_EARN,,
2007,_T,Gaza Strip,ISCO08_5,2007,SL_EMP_EARN,,
2008,_T,Gaza Strip,ISCO08_5,2008,SL_EMP_EARN,,
2009,_T,Gaza Strip,ISCO08_5,2009,SL_EMP_EARN,,
2010,_T,Gaza Strip,ISCO08_5,2010,SL_EMP_EARN,,
2011,_T,Gaza Strip,ISCO08_5,2011,SL_EMP_EARN,,
2012,_T,Gaza Strip,ISCO08_5,2012,SL_EMP_EARN,,
2013,_T,Gaza Strip,ISCO08_5,2013,SL_EMP_EARN,,
2014,_T,Gaza Strip,ISCO08_5,2014,SL_EMP_EARN,,
2015,_T,Gaza Strip,ISCO08_5,2015,SL_EMP_EARN,,
2016,_T,Gaza Strip,ISCO08_5,2016,SL_EMP_EARN,,
2017,_T,Gaza Strip,ISCO08_5,2017,SL_EMP_EARN,,
2018,_T,Gaza Strip,ISCO08_5,2018,SL_EMP_EARN,,
2000,_T,Gaza Strip,ISCO08_6,2000,SL_EMP_EARN,,
2001,_T,Gaza Strip,ISCO08_6,2001,SL_EMP_EARN,,
2002,_T,Gaza Strip,ISCO08_6,2002,SL_EMP_EARN,,
2003,_T,Gaza Strip,ISCO08_6,2003,SL_EMP_EARN,,
2004,_T,Gaza Strip,ISCO08_6,2004,SL_EMP_EARN,,
2005,_T,Gaza Strip,ISCO08_6,2005,SL_EMP_EARN,,
2006,_T,Gaza Strip,ISCO08_6,2006,SL_EMP_EARN,,
2007,_T,Gaza Strip,ISCO08_6,2007,SL_EMP_EARN,,
2008,_T,Gaza Strip,ISCO08_6,2008,SL_EMP_EARN,,
2009,_T,Gaza Strip,ISCO08_6,2009,SL_EMP_EARN,,
2010,_T,Gaza Strip,ISCO08_6,2010,SL_EMP_EARN,,
2011,_T,Gaza Strip,ISCO08_6,2011,SL_EMP_EARN,,
2012,_T,Gaza Strip,ISCO08_6,2012,SL_EMP_EARN,,
2013,_T,Gaza Strip,ISCO08_6,2013,SL_EMP_EARN,,
2014,_T,Gaza Strip,ISCO08_6,2014,SL_EMP_EARN,,
2015,_T,Gaza Strip,ISCO08_6,2015,SL_EMP_EARN,,
2016,_T,Gaza Strip,ISCO08_6,2016,SL_EMP_EARN,,
2017,_T,Gaza Strip,ISCO08_6,2017,SL_EMP_EARN,,
2018,_T,Gaza Strip,ISCO08_6,2018,SL_EMP_EARN,,
2000,_T,Gaza Strip,ISCO08_7,2000,SL_EMP_EARN,,
2001,_T,Gaza Strip,ISCO08_7,2001,SL_EMP_EARN,,
2002,_T,Gaza Strip,ISCO08_7,2002,SL_EMP_EARN,,
2003,_T,Gaza Strip,ISCO08_7,2003,SL_EMP_EARN,,
2004,_T,Gaza Strip,ISCO08_7,2004,SL_EMP_EARN,,
2005,_T,Gaza Strip,ISCO08_7,2005,SL_EMP_EARN,,
2006,_T,Gaza Strip,ISCO08_7,2006,SL_EMP_EARN,,
2007,_T,Gaza Strip,ISCO08_7,2007,SL_EMP_EARN,,
2008,_T,Gaza Strip,ISCO08_7,2008,SL_EMP_EARN,,
2009,_T,Gaza Strip,ISCO08_7,2009,SL_EMP_EARN,,
2010,_T,Gaza Strip,ISCO08_7,2010,SL_EMP_EARN,,
2011,_T,Gaza Strip,ISCO08_7,2011,SL_EMP_EARN,,
2012,_T,Gaza Strip,ISCO08_7,2012,SL_EMP_EARN,,
2013,_T,Gaza Strip,ISCO08_7,2013,SL_EMP_EARN,,
2014,_T,Gaza Strip,ISCO08_7,2014,SL_EMP_EARN,,
2015,_T,Gaza Strip,ISCO08_7,2015,SL_EMP_EARN,,
2016,_T,Gaza Strip,ISCO08_7,2016,SL_EMP_EARN,,
2017,_T,Gaza Strip,ISCO08_7,2017,SL_EMP_EARN,,
2018,_T,Gaza Strip,ISCO08_7,2018,SL_EMP_EARN,,
2000,_T,Gaza Strip,ISCO88_8,2000,SL_EMP_EARN,,
2001,_T,Gaza Strip,ISCO88_8,2001,SL_EMP_EARN,,
2002,_T,Gaza Strip,ISCO88_8,2002,SL_EMP_EARN,,
2003,_T,Gaza Strip,ISCO88_8,2003,SL_EMP_EARN,,
2004,_T,Gaza Strip,ISCO88_8,2004,SL_EMP_EARN,,
2005,_T,Gaza Strip,ISCO88_8,2005,SL_EMP_EARN,,
2006,_T,Gaza Strip,ISCO88_8,2006,SL_EMP_EARN,,
2007,_T,Gaza Strip,ISCO88_8,2007,SL_EMP_EARN,,
2008,_T,Gaza Strip,ISCO88_8,2008,SL_EMP_EARN,,
2009,_T,Gaza Strip,ISCO88_8,2009,SL_EMP_EARN,,
2010,_T,Gaza Strip,ISCO88_8,2010,SL_EMP_EARN,,
2011,_T,Gaza Strip,ISCO88_8,2011,SL_EMP_EARN,,
2012,_T,Gaza Strip,ISCO88_8,2012,SL_EMP_EARN,,
2013,_T,Gaza Strip,ISCO88_8,2013,SL_EMP_EARN,,
2014,_T,Gaza Strip,ISCO88_8,2014,SL_EMP_EARN,,
2015,_T,Gaza Strip,ISCO88_8,2015,SL_EMP_EARN,,
2016,_T,Gaza Strip,ISCO88_8,2016,SL_EMP_EARN,,
2017,_T,Gaza Strip,ISCO88_8,2017,SL_EMP_EARN,,
2018,_T,Gaza Strip,ISCO88_8,2018,SL_EMP_EARN,,
2000,_T,Gaza Strip,ISCO08_9,2000,SL_EMP_EARN,,
2001,_T,Gaza Strip,ISCO08_9,2001,SL_EMP_EARN,,
2002,_T,Gaza Strip,ISCO08_9,2002,SL_EMP_EARN,,
2003,_T,Gaza Strip,ISCO08_9,2003,SL_EMP_EARN,,
2004,_T,Gaza Strip,ISCO08_9,2004,SL_EMP_EARN,,
2005,_T,Gaza Strip,ISCO08_9,2005,SL_EMP_EARN,,
2006,_T,Gaza Strip,ISCO08_9,2006,SL_EMP_EARN,,
2007,_T,Gaza Strip,ISCO08_9,2007,SL_EMP_EARN,,
2008,_T,Gaza Strip,ISCO08_9,2008,SL_EMP_EARN,,
2009,_T,Gaza Strip,ISCO08_9,2009,SL_EMP_EARN,,
2010,_T,Gaza Strip,ISCO08_9,2010,SL_EMP_EARN,,
2011,_T,Gaza Strip,ISCO08_9,2011,SL_EMP_EARN,,
2012,_T,Gaza Strip,ISCO08_9,2012,SL_EMP_EARN,,
2013,_T,Gaza Strip,ISCO08_9,2013,SL_EMP_EARN,,
2014,_T,Gaza Strip,ISCO08_9,2014,SL_EMP_EARN,,
2015,_T,Gaza Strip,ISCO08_9,2015,SL_EMP_EARN,,
2016,_T,Gaza Strip,ISCO08_9,2016,SL_EMP_EARN,,
2017,_T,Gaza Strip,ISCO08_9,2017,SL_EMP_EARN,,
2018,_T,Gaza Strip,ISCO08_9,2018,SL_EMP_EARN,,
2000,_T,Gaza Strip,ISCO88_1,2000,SL_EMP_EARN,,
2001,_T,Gaza Strip,ISCO88_1,2001,SL_EMP_EARN,,
2002,_T,Gaza Strip,ISCO88_1,2002,SL_EMP_EARN,,
2003,_T,Gaza Strip,ISCO88_1,2003,SL_EMP_EARN,,
2004,_T,Gaza Strip,ISCO88_1,2004,SL_EMP_EARN,,
2005,_T,Gaza Strip,ISCO88_1,2005,SL_EMP_EARN,,
2006,_T,Gaza Strip,ISCO88_1,2006,SL_EMP_EARN,,
2007,_T,Gaza Strip,ISCO88_1,2007,SL_EMP_EARN,,
2008,_T,Gaza Strip,ISCO88_1,2008,SL_EMP_EARN,,
2009,_T,Gaza Strip,ISCO88_1,2009,SL_EMP_EARN,,
2010,_T,Gaza Strip,ISCO88_1,2010,SL_EMP_EARN,,
2011,_T,Gaza Strip,ISCO88_1,2011,SL_EMP_EARN,,
2012,_T,Gaza Strip,ISCO88_1,2012,SL_EMP_EARN,,
2013,_T,Gaza Strip,ISCO88_1,2013,SL_EMP_EARN,,
2014,_T,Gaza Strip,ISCO88_1,2014,SL_EMP_EARN,,
2015,_T,Gaza Strip,ISCO88_1,2015,SL_EMP_EARN,,
