Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2010,D178,BI,_T,_T,_T,_T,Percent,2010,0.0
2011,D178,BI,_T,_T,_T,_T,Percent,2011,0.0
2012,D178,BI,_T,_T,_T,_T,Percent,2012,0.0
2013,D178,BI,_T,_T,_T,_T,Percent,2013,0.0
2014,D178,BI,_T,_T,_T,_T,Percent,2014,100.0
2015,D178,BI,_T,_T,_T,_T,Percent,2015,100.0
2016,D178,BI,_T,_T,_T,_T,Percent,2016,0.0
2017,D178,BI,_T,_T,_T,_T,Percent,2017,0.0
