Year,seriesdescription,geoarea,sex,age,location,disability,unit,TIME_DETAIL,Value
2016,FB_BNK_ACCSS,UG,F,Y_GE15,_T,_T,%,2016,12.9
2016,FB_BNK_ACCSS,UG,M,Y_GE15,_T,_T,%,2016,21.9
2016,FB_BNK_ACCSS,UG,_T,Y_GE15,_T,_T,%,2016,17.4
