Year,SEX,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2000,M,N,2000,SL_DOM_TSPD,PT,0.03
2013,M,N,2013,SL_DOM_TSPD,PT,0.03
2000,F,N,2000,SL_DOM_TSPD,PT,0.2
2013,F,N,2013,SL_DOM_TSPD,PT,0.18
