Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2015,2015,SG_NHR_IMPL,,1
2016,2016,SG_NHR_IMPL,,1
2017,2017,SG_NHR_IMPL,,1
2018,2018,SG_NHR_IMPL,,1
2019,2019,SG_NHR_IMPL,,1
