Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,N,2014,AG_PRD_FIESMS,NUMBER,445.4
2015,N,2015,AG_PRD_FIESMS,NUMBER,445.4
2016,N,2016,AG_PRD_FIESMS,NUMBER,200.0
2017,N,2017,AG_PRD_FIESMS,NUMBER,200.0
2018,N,2018,AG_PRD_FIESMS,NUMBER,200.0
