Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,N,2014,SG_INF_ACCSS,NUMBER,0
2015,N,2015,SG_INF_ACCSS,NUMBER,1
2016,N,2016,SG_INF_ACCSS,NUMBER,0
2017,N,2017,SG_INF_ACCSS,NUMBER,0
2018,N,2018,SG_INF_ACCSS,NUMBER,0
2019,N,2019,SG_INF_ACCSS,NUMBER,0
