Year,SEX,AREA,TIME_DETAIL,Value
2019,Male,West Bank,2019,52.0
2019,Male,Gaza Strip,2019,38.8
2019,Male,Palestine,2019,46.0
2019,Female,West Bank,2019,55.7
2019,Female,Gaza Strip,2019,35.1
2019,Female,Palestine,2019,45.9
2019,Both sexes or no breakdown by sex,West Bank,2019,53.9
2019,Both sexes or no breakdown by sex,Gaza Strip,2019,36.9
2019,Both sexes or no breakdown by sex,Palestine,2019,45.9
