Year,REF_AREA,TIME_DETAIL,SERIES,Value
2000,West Bank,2000,SH_STA_BRTC,96.4
2010,West Bank,2010,SH_STA_BRTC,98.6
2014,West Bank,2014,SH_STA_BRTC,99.6
2019,West Bank,2019,SH_STA_BRTC,99.4
2000,Gaza Strip,2000,SH_STA_BRTC,98.9
2010,Gaza Strip,2010,SH_STA_BRTC,99.7
2014,Gaza Strip,2014,SH_STA_BRTC,99.5
2019,Gaza Strip,2019,SH_STA_BRTC,100.0
2000,PS,2000,SH_STA_BRTC,97.4
2010,PS,2010,SH_STA_BRTC,99.0
2014,PS,2014,SH_STA_BRTC,99.6
2019,PS,2019,SH_STA_BRTC,99.7
