Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2010,N,2010,SG_XPD_HLTH,PT,42.8
2011,N,2011,SG_XPD_HLTH,PT,40.3
2012,N,2012,SG_XPD_HLTH,PT,44.6
2013,N,2013,SG_XPD_HLTH,PT,49.1
2014,N,2014,SG_XPD_HLTH,PT,51.2
2015,N,2015,SG_XPD_HLTH,PT,48.6
2016,N,2016,SG_XPD_HLTH,PT,47.4
2017,N,2017,SG_XPD_HLTH,PT,50.0
2018,N,2018,SG_XPD_HLTH,PT,56.3
2019,N,2019,SG_XPD_HLTH,PT,57.9
