Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2006,N,2006,FB_ATM_TOTL,NUMBER,8.0
2007,N,2007,FB_ATM_TOTL,NUMBER,10.5
2008,N,2008,FB_ATM_TOTL,NUMBER,11.8
2009,N,2009,FB_ATM_TOTL,NUMBER,14.5
2010,N,2010,FB_ATM_TOTL,NUMBER,15.3
2011,N,2011,FB_ATM_TOTL,NUMBER,16.6
2012,N,2012,FB_ATM_TOTL,NUMBER,18.4
2013,N,2013,FB_ATM_TOTL,NUMBER,19.8
2014,N,2014,FB_ATM_TOTL,NUMBER,21.5
2015,N,2015,FB_ATM_TOTL,NUMBER,22.4
2018,N,2018,FB_ATM_TOTL,NUMBER,24.79
2019,N,2019,FB_ATM_TOTL,NUMBER,25.0
