Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2005,2005,VC_DSR_MISS,NUMBER,0.28
2006,2006,VC_DSR_MISS,NUMBER,0.28
2007,2007,VC_DSR_MISS,NUMBER,0.0
2008,2008,VC_DSR_MISS,NUMBER,0.26
2009,2009,VC_DSR_MISS,NUMBER,53.2
2010,2010,VC_DSR_MISS,NUMBER,22.2
2011,2011,VC_DSR_MISS,NUMBER,0.0
2012,2012,VC_DSR_MISS,NUMBER,11.8
2013,2013,VC_DSR_MISS,NUMBER,94.8
