Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CRDB/CDC,ប្រចាំឆ្នាំ,ជាតិ,១៥.ខ.១ ទំហំហិរញ្ញប្បទានសហប្រតិបត្តិការ សម្រាប់ការអភិរក្សនិងការប្រើប្រាស់ប្រកបដោយចីរភាពជីវៈចម្រុះនិងប្រព័ន្ធអេកូឡូស៊ី,ប្រទេសកម្ពុជា,ភាគរយ,2020,0.038
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CRDB/CDC,ប្រចាំឆ្នាំ,ជាតិ,១៥.ខ.១ ទំហំហិរញ្ញប្បទានសហប្រតិបត្តិការ សម្រាប់ការអភិរក្សនិងការប្រើប្រាស់ប្រកបដោយចីរភាពជីវៈចម្រុះនិងប្រព័ន្ធអេកូឡូស៊ី,ប្រទេសកម្ពុជា,ភាគរយ,2020,0.038
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CRDB/CDC,ប្រចាំឆ្នាំ,ជាតិ,១៥.ខ.១ ទំហំហិរញ្ញប្បទានសហប្រតិបត្តិការ សម្រាប់ការអភិរក្សនិងការប្រើប្រាស់ប្រកបដោយចីរភាពជីវៈចម្រុះនិងប្រព័ន្ធអេកូឡូស៊ី,ប្រទេសកម្ពុជា,ភាគរយ,2020,0.036
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CRDB/CDC,ប្រចាំឆ្នាំ,ជាតិ,១៥.ខ.១ ទំហំហិរញ្ញប្បទានសហប្រតិបត្តិការ សម្រាប់ការអភិរក្សនិងការប្រើប្រាស់ប្រកបដោយចីរភាពជីវៈចម្រុះនិងប្រព័ន្ធអេកូឡូស៊ី,ប្រទេសកម្ពុជា,ភាគរយ,2020,0.031
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,CRDB/CDC,ប្រចាំឆ្នាំ,ជាតិ,១៥.ខ.១ ទំហំហិរញ្ញប្បទានសហប្រតិបត្តិការ សម្រាប់ការអភិរក្សនិងការប្រើប្រាស់ប្រកបដោយចីរភាពជីវៈចម្រុះនិងប្រព័ន្ធអេកូឡូស៊ី,ប្រទេសកម្ពុជា,ភាគរយ,2020,0.029
