Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MOC,ប្រចាំឆ្នាំ,ជាតិ,៨.២.២.៣ អត្រាកំណើននៃការចេញវិញ្ញាបនបត្របញ្ជាក់ប្រភពដើមទំនិញ ដោយស្វ័យប្រវត្តកម្ម,ប្រទេសកម្ពុជា,ភាគរយ,2020,-2
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MOC,ប្រចាំឆ្នាំ,ជាតិ,៨.២.២.៣ អត្រាកំណើននៃការចេញវិញ្ញាបនបត្របញ្ជាក់ប្រភពដើមទំនិញ ដោយស្វ័យប្រវត្តកម្ម,ប្រទេសកម្ពុជា,ភាគរយ,2020,22
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MOC,ប្រចាំឆ្នាំ,ជាតិ,៨.២.២.៣ អត្រាកំណើននៃការចេញវិញ្ញាបនបត្របញ្ជាក់ប្រភពដើមទំនិញ ដោយស្វ័យប្រវត្តកម្ម,ប្រទេសកម្ពុជា,ភាគរយ,2020,22
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MOC,ប្រចាំឆ្នាំ,ជាតិ,៨.២.២.៣ អត្រាកំណើននៃការចេញវិញ្ញាបនបត្របញ្ជាក់ប្រភពដើមទំនិញ ដោយស្វ័យប្រវត្តកម្ម,ប្រទេសកម្ពុជា,ភាគរយ,2020,6
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MOC,ប្រចាំឆ្នាំ,ជាតិ,៨.២.២.៣ អត្រាកំណើននៃការចេញវិញ្ញាបនបត្របញ្ជាក់ប្រភពដើមទំនិញ ដោយស្វ័យប្រវត្តកម្ម,ប្រទេសកម្ពុជា,ភាគរយ,2020,4
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MOC,ប្រចាំឆ្នាំ,ជាតិ,៨.២.២.៣ អត្រាកំណើននៃការចេញវិញ្ញាបនបត្របញ្ជាក់ប្រភពដើមទំនិញ ដោយស្វ័យប្រវត្តកម្ម,ប្រទេសកម្ពុជា,ភាគរយ,2020,14
