Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,NCSD MoI,ប្រចាំឆ្នាំ,ជាតិ,១៣.៣.១ កម្រិតស្ថាប័នដែលបានត្រៀមសម្រាប់ការឆ្លើយតបនឹងការប្រែប្រួលអាកាសធាតុ ដោយបង្ហាញជាភាគរយនៃសមត្ថភាពស្ថាប័នដែលបានបញ្ជ្រាបផ្នែកទាំងប្រាំនៃការប្រែប្រួលអាកាសធាតុ,ប្រទេសកម្ពុជា,ភាគរយ,2018,27
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,NCSD MoI,ប្រចាំឆ្នាំ,ជាតិ,១៣.៣.១ កម្រិតស្ថាប័នដែលបានត្រៀមសម្រាប់ការឆ្លើយតបនឹងការប្រែប្រួលអាកាសធាតុ ដោយបង្ហាញជាភាគរយនៃសមត្ថភាពស្ថាប័នដែលបានបញ្ជ្រាបផ្នែកទាំងប្រាំនៃការប្រែប្រួលអាកាសធាតុ,ប្រទេសកម្ពុជា,ភាគរយ,2018,45
