Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoEYS, MRD",ប្រចាំឆ្នាំ,ជាតិ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,ប្រទេសកម្ពុជា,ភាគរយ,2020,57.0
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoEYS, MRD",ប្រចាំឆ្នាំ,ជាតិ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,ប្រទេសកម្ពុជា,ភាគរយ,2020,62.5
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoEYS, MRD",ប្រចាំឆ្នាំ,ជាតិ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,ប្រទេសកម្ពុជា,ភាគរយ,2020,69.0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoEYS, MRD",ប្រចាំឆ្នាំ,ជាតិ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,ប្រទេសកម្ពុជា,ភាគរយ,2020,68.7
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoEYS, MRD",ប្រចាំឆ្នាំ,ជាតិ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,ប្រទេសកម្ពុជា,ភាគរយ,2020,71.3
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,"MoEYS, MRD",ប្រចាំឆ្នាំ,ជាតិ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,ប្រទេសកម្ពុជា,ភាគរយ,2020,73.9
