Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,Value
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MPTC,ប្រចាំឆ្នាំ,ជាតិ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត),ប្រទេសកម្ពុជា,ភាគរយ,2020,44.11
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MPTC,ប្រចាំឆ្នាំ,ជាតិ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត),ប្រទេសកម្ពុជា,ភាគរយ,2020,51.83
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MPTC,ប្រចាំឆ្នាំ,ជាតិ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត),ប្រទេសកម្ពុជា,ភាគរយ,2020,68.4
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MPTC,ប្រចាំឆ្នាំ,ជាតិ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត),ប្រទេសកម្ពុជា,ភាគរយ,2020,84.7
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MPTC,ប្រចាំឆ្នាំ,ជាតិ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត),ប្រទេសកម្ពុជា,ភាគរយ,2020,100.38
2020,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MPTC,ប្រចាំឆ្នាំ,ជាតិ,៩.គ.១ សមមាត្រនៃប្រជជនប្រើប្រាស់បណ្តាញអ៊ិនធើណេត(ចល័តនិងអចល័ត),ប្រទេសកម្ពុជា,ភាគរយ,2020,93.93
