Value,Disaggregation combinations using this value,Number of indicators
AGG_1_2,52,4
AGG_2_3,12,1
AGG_2,40,3
AGG_3,14,1
ISCED11_1,3,1
ISCED11_2,3,1
ISCED11_3,3,1
ISCED11_4,1,1
ISCED97_5B,1,1
_T,635,81
