Indicator,Disaggregation combinations using this value
#1-2-1,1
#16-9-1,1
#2-2-1,1
#2-2-2,2
#3-1-2,1
#3-7-1,1
#4-1-MZ_2,2
#4-1-MZ_3,2
#4-1-MZ_4,3
#4-1-MZ_5,1
#4-5-1,2
#4-a-MZ_1,1
#4-a-MZ_2,1
#5-2-1,7
#5-b-1,1
#6-1-1,1
#6-2-1,1
#7-1-1,1
