Indicator,Disaggregation combinations using this value
#1-1-1,1
#1-2-1,1
#1-2-2,1
#10-2-1,1
#16-9-1,1
#17-8-1,3
#4-1-MZ_1,2
#4-1-MZ_3,2
#4-1-MZ_4,3
#4-1-MZ_5,1
#4-c-1,3
#5-b-1,1
#8-5-2,24
#8-6-1,1
