Indicator,Disaggregation combinations using this value
#3-1-1,1
#3-1-2,14
#3-2-1,1
#3-2-2,1
#3-2-MZ_1,1
#3-3-1,1
#3-3-3,1
#3-4-1,2
#3-7-1,14
#3-7-2,2
#3-a-1,1
#3-b-1,1
#3-c-1,5
