Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2015,IT_NET_BBN,BI,_T,_T,_T,_T,,2015,0.0356
2016,IT_NET_BBN,BI,_T,_T,_T,_T,,2016,0.04
