Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2014,D170,BI,F,_T,_T,_T,Percent,1,57.1
2014,D170,BI,M,_T,_T,_T,Percent,1,56.5
2014,D170,BI,_T,_T,_T,_T,Percent,1,56.8
2014,D170,BI,_T,_T,U,_T,Percent,1,61.9
2014,D170,BI,_T,_T,R,_T,Percent,1,56.2
