Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2014,D171,BI,F,_T,_T,_T,Percent,2014,79.4
2014,D171,BI,M,_T,_T,_T,Percent,2014,80.0
2014,D171,BI,_T,_T,_T,_T,Percent,2014,79.7
2014,D171,BI,_T,_T,U,_T,Percent,2014,79.0
2014,D171,BI,_T,_T,R,_T,Percent,2014,79.8
