Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2015,D18,BI,_T,_T,_T,_T,tonne/travailleur,2015,1.6
2015,D19,BI,_T,_T,_T,_T,UBT /travailleur,2015,5.3
