Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2017,SE_DEV_ONTRK,BI,F,_T,_T,_T,Percent,1,46.4
2017,SE_DEV_ONTRK,BI,M,_T,_T,_T,Percent,1,34.9
2017,SE_DEV_ONTRK,BI,_T,_T,_T,_T,Percent,1,40.6
2017,SE_DEV_ONTRK,BI,_T,_T,U,_T,Percent,1,55.6
2017,SE_DEV_ONTRK,BI,_T,_T,R,_T,Percent,1,39.2
