Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2010,D192,BI,_T,_T,_T,_T,NUMBER,0,2010,44.3
2011,D192,BI,_T,_T,_T,_T,NUMBER,0,2011,44.6
2012,D192,BI,_T,_T,_T,_T,NUMBER,0,2012,44.7
2013,D192,BI,_T,_T,_T,_T,NUMBER,0,2013,45.3
2014,D192,BI,_T,_T,_T,_T,NUMBER,0,2014,45.8
2015,D192,BI,_T,_T,_T,_T,NUMBER,0,2015,45.8
2016,D192,BI,_T,_T,_T,_T,NUMBER,0,2016,39.9
2017,D192,BI,_T,_T,_T,_T,NUMBER,0,2017,39.8
