Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2010,SG_REG_BRTH,BI,F,Y0T4,_T,_T,NUMBER,0,2010,75.2
2010,SG_REG_BRTH,BI,M,Y0T4,_T,_T,NUMBER,0,2010,74.9
2010,SG_REG_BRTH,BI,_T,Y0T4,_T,_T,NUMBER,0,2010,75.2
2014,SG_REG_BRTH,BI,_T,Y0T4,_T,_T,NUMBER,0,2014,76.0
2010,SG_REG_BRTH,BI,_T,Y0T4,U,_T,NUMBER,0,2010,86.6
2010,SG_REG_BRTH,BI,_T,Y0T4,R,_T,NUMBER,0,2010,74.1
