Year,seriesdescription,geoarea,sex,age,urbanisation,unit,scale,Value
2014,NV_IND_MANF,716,_T,_T,_T,Percent,1,12.6
2015,NV_IND_MANF,716,_T,_T,_T,Percent,1,11.9
2016,NV_IND_MANF,716,_T,_T,_T,Percent,1,11.6
