Year,seriesdescription,geoarea,sex,age,urbanisation,unit,scale,Value
2019,SH_ACS_DTP3,716,_T,_T,_T,Percent,1,91.0
2019,SH_ACS_PCV3,716,_T,_T,_T,Percent,1,90.6
2019,SH_ACS_MCV2,716,_T,_T,_T,Percent,1,68.4
