Year,seriesdescription,geoarea,sex,age,urbanisation,unit,scale,Value
2019,SE_PRE_GPIPARTN,716,_T,_T,_T,Index,1,1.0
2019,SE_LGP_ACHI,716,_T,_T,_T,Index,1,1.19
