Year,seriesdescription,geoarea,sex,age,urbanisation,unit,TIME_DETAIL,Value
2019,VC_VOV_DCMN,716,F,_T,_T,Percent,2019,25.2
2019,VC_VOV_DCMN,716,M,_T,_T,Percent,2019,25.9
