Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2019,VC_VAW_PHYPYV,716,_T,_T,_T,PT,0,2019,64.1
