Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2010,NY_GDP_PCAP,BI,_T,_T,_T,_T,,0,2010,239.0
2011,NY_GDP_PCAP,BI,_T,_T,_T,_T,,0,2011,256.0
2012,NY_GDP_PCAP,BI,_T,_T,_T,_T,,0,2012,259.0
2013,NY_GDP_PCAP,BI,_T,_T,_T,_T,,0,2013,266.0
