Value,Disaggregation combinations using this value,Number of indicators
_T,85,68
Y_GE15,2,2
Y0T4,1,1
Y15T19,1,1
Y15T20,1,1
Y15T24,3,2
Y15T49,4,3
Y20T24,5,1
Y5T17,1,1
