Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2014,IT_MOB_OWN,BI,F,_T,_T,_T,Percent,1,12.5
2014,IT_MOB_OWN,BI,M,_T,_T,_T,Percent,1,22.0
2014,IT_MOB_OWN,BI,_T,_T,_T,_T,Percent,1,17.1
2014,IT_MOB_OWN,BI,_T,_T,U,_T,Percent,1,33.9
2014,IT_MOB_OWN,BI,_T,_T,R,_T,Percent,1,8.7
