Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,EN_WWT_WWDS,716,_T,_T,_T,PT,0,2015,80.0
