Value,Disaggregation combinations using this value,Number of indicators
ET,183,19
ET01,18,7
ET02,18,7
ET03,18,7
ET04,18,7
ET05,18,7
ET06,18,7
ET07,18,7
ET12,18,7
ET13,18,7
ET14,18,7
ET15,17,7
