Value,Disaggregation combinations using this value,Number of indicators
M0,3,1
_T,150,12
Y0T2,1,1
Y0T4,193,4
Y15T19,2,1
Y15T49,12,6
Y20T24,8,2
Y25T29,2,1
Y2T4,1,1
Y30T34,2,1
Y35T39,2,1
Y40T44,2,1
Y45T49,2,1
