Indicator,Disaggregation combinations using this value
#1-2-1,21
#16-9-1,4
#2-2-1,91
#2-2-2,182
#3-1-1,4
#3-1-2,2
#3-2-1,4
#3-2-2,4
#3-7-1,4
#5-2-1,1
#5-3-1,8
#5-a-1,2
#7-1-1,4
