Indicator,Disaggregation combinations using this value
#1-2-1,21
#16-9-1,3
#2-2-1,74
#2-2-2,148
#3-1-1,3
#3-1-2,1
#3-2-1,3
#3-2-2,3
#3-7-1,3
#3-a-1,41
#5-2-1,1
#5-3-1,6
#5-3-2,14
#5-5-2,3
#5-6-1,2
#5-a-1,1
#5-b-1,2
#7-1-1,3
#8-3-1,24
#8-5-2,24
