Indicator,Disaggregation combinations using this value
#1-2-1,21
#16-9-1,3
#2-2-1,25
#2-2-2,50
#3-1-1,1
#3-1-2,1
#3-2-1,1
#3-2-2,1
#3-7-1,1
#3-a-1,41
#5-2-1,1
#5-3-1,2
#5-3-2,13
#5-5-2,1
#5-6-1,1
#5-a-1,1
#5-b-1,2
#7-1-1,1
#8-3-1,24
#8-5-2,24
