Value,Disaggregation combinations using this value,Number of indicators
M0T11,2,2
M12T23,6,4
M24T59,3,3
M6T11,1,1
_T,289,123
Y_GE15,5,3
Y0T4,10,2
Y10T14,1,1
Y15T19,1,1
Y15T49,24,5
Y1T14,3,1
