Value,Disaggregation combinations using this value,Number of indicators
AGG_2_3,16,1
AGG_3_4,19,2
ISCED11_1,72,4
ISCED11_2,53,3
ISCED11_3,52,3
ISCED97_1,24,1
ISCED97_2,24,1
_T,892,126
