Year,AREA,TIME_DETAIL,Value
2004,West Bank,2004,35.2
2008,West Bank,2008,47.0
2012,West Bank,2012,49.2
2016,West Bank,2016,38.3
2004,Gaza Strip,2004,17.4
2008,Gaza Strip,2008,57.5
2012,Gaza Strip,2012,32.8
2016,Gaza Strip,2016,45.9
2004,Palestine,2004,29.5
2008,Palestine,2008,53.0
2012,Palestine,2012,43.4
2016,Palestine,2016,43.0
