Year,indicador-disponível,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,TIME_DETAIL,Value
2015,G,BX_TRF_PWKR,508,_T,_T,_T,_T,_T,_T,_T,_T,Percent,2015,5.6
