Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2010,N,2010,GR_G14_GDP,PT,36.8
2011,N,2011,GR_G14_GDP,PT,30.0
2012,N,2012,GR_G14_GDP,PT,26.2
2013,N,2013,GR_G14_GDP,PT,29.2
2014,N,2014,GR_G14_GDP,PT,31.7
2015,N,2015,GR_G14_GDP,PT,29.4
2016,N,2016,GR_G14_GDP,PT,32.0
2017,N,2017,GR_G14_GDP,PT,30.0
2018,N,2018,GR_G14_GDP,PT,27.7
2019,N,2019,GR_G14_GDP,PT,23.7
