Value,Disaggregation combinations using this value,Number of indicators
HA,3,3
LIVE_BIRTHS_PER_WOMAN,35,1
NUMBER,73,23
PER_100_LIVE_BIRTHS,76,2
PER_1000_POP,4,4
PER_100000_LIVE_BIRTHS,25,1
PER_100000_POP,2,2
PT,436,93
T_OE,1,1
T,5,4
USD_PER_FARMER,1,1
USD_PER_HA,1,1
USD,1,1
Y,81,1
