Value,Disaggregation combinations using this value,Number of indicators
M0,33,1
Y_GE15,7,4
Y_GE18,1,1
Y_GE6,3,1
Y_GE65,3,1
Y_GE7,3,1
Y0,10,1
Y0T17,1,1
Y0T4,99,3
Y13T15,1,1
Y15T19,1,1
Y15T24,4,2
Y15T49,2,2
Y18T21,3,1
Y20T24,1,1
Y25T34,3,1
Y35T44,3,1
Y45T54,3,1
Y55T64,3,1
Y6T14,3,1
Y7T14,3,1
