Year,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,2014,BX_TRF_PWKR,,17.78
2015,2015,BX_TRF_PWKR,,14.26
2016,2016,BX_TRF_PWKR,,11.32
2017,2017,BX_TRF_PWKR,,11.06
