Year,seriesdescription,geoarea,sex,age,location,disability,unit,TIME_DETAIL,Value
2017,SP_PSR_SATIS,UG,F,_T,_T,_T,%,2017,66.0
2017,SP_PSR_SATIS,UG,M,_T,_T,_T,%,2017,65.0
2017,SP_PSR_SATIS,UG,_T,_T,_T,_T,%,2017,66.0
