Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2019,IT_USE_II99,716,F,_T,_T,PT,0,2019,27.1
2019,IT_USE_II99,716,M,_T,_T,PT,0,2019,35.7
