Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,scale,Value
2010,SN_ITK_DEFC,BI,F,_T,_T,_T,Percent,1,25.9
2010,SN_ITK_DEFC,BI,M,_T,_T,_T,Percent,1,31.5
2010,SN_ITK_DEFC,BI,_T,_T,_T,_T,Percent,1,29.0
2017,SN_ITK_DEFC,BI,_T,_T,_T,_T,Percent,1,30.0
