Year,seriesdescription,area,sex,age,urbanisation,education-level,unit,TIME_DETAIL,Value
2010,D201,BI,_T,_T,_T,_T,,2010,86.7
2011,D201,BI,_T,_T,_T,_T,,2011,70.7
2012,D201,BI,_T,_T,_T,_T,,2012,67.6
2013,D201,BI,_T,_T,_T,_T,,2013,69.0
2014,D201,BI,_T,_T,_T,_T,,2014,68.6
2015,D201,BI,_T,_T,_T,_T,,2015,39.1
