Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2015,N,2015,SG_NHR_IMPL,PT,1
2016,N,2016,SG_NHR_IMPL,PT,1
2017,N,2017,SG_NHR_IMPL,PT,1
2018,N,2018,SG_NHR_IMPL,PT,1
2019,N,2019,SG_NHR_IMPL,PT,1
