Year,indicador-disponível,sériedescrição,província,sexo,idade,área-de-residência,nível-de-educação,ocupação,deficiência,composição-composta,quintil,unit,TIME_DETAIL,Value
2017,G,ER_H2O_IWRMD,508,_T,_T,_T,_T,_T,_T,_T,_T,Percent,2017,68.0
